language,x1,x2,x3,x4,x5,x6
mali1278,d,-,a,k,-,-
mali1278,d,-,a,k,-,-
khap1242,d,-,a,k,-,-
khap1242,d,-,a,k,-,-
bola1249,d,-,a,k,-,-
aheu1239,d,-,a,k,-,-
aheu1239,d,-,a,k,-,-
aheu1239,d,a,a,k,-,-
aheu1239,d,a,a,k,-,-
sach1240,d,-,a,k,-,-
rucc1239,d,a,a,k,-,-
mayy1239,d,-,a,k,-,-
male1282,d,-,a,k,-,-
male1282,d,a,a,k,-,-
toum1239,d,-,a,k,-,-
lyha1238,d,-,a,k,-,-
lyha1238,d,-,a,k,-,-
phon1243,d,-,a,k,-,-
cuoi1242,d,-,o,k,-,-
cuoi1242,d,-,o,k,-,-
thoo1240,d,-,a,k,-,-
thoo1240,d,-,a,k,-,-
viet1250,d,-,a,k,-,-
muon1246,r,-,a,k,-,-
muon1246,d,-,a,k,-,-
muon1246,r,-,a,k,-,-
nguo1239,d,y,a,k,-,-
nguo1239,d,y,a,k,-,-
viet1252,n,-,3,k,-,-
arem1240,d,E,a,k,-,-
khmu1256,-,-,-,7,o,m
jeha1242,t,-,o,m,-,-
