language,x1,x2,x3,x4,x5,x6,x7,x8
mali1278,k,a,-,s,-,a,N,-
mali1278,k,a,-,s,-,a,N,-
khap1242,k,a,-,s,-,a,N,-
khap1242,k,a,-,s,-,a,N,-
bola1249,k,a,-,s,-,a,N,-
aheu1239,k,a,-,s,3,a,N,-
aheu1239,k,-,-,s,-,a,N,-
aheu1239,k,a,-,s,a,a,N,-
aheu1239,k,a,-,s,a,a,N,-
sach1240,k,3,-,s,-,a,N,-
rucc1239,k,a,a,s,-,a,N,-
mayy1239,k,a,-,S,-,a,N,-
male1282,k,a,-,S,-,a,N,-
male1282,k,a,-,S,a,a,N,-
lyha1238,-,-,-,n,-,E,5,-
cuoi1242,-,-,-,n,-,E,N,-
cuoi1242,-,-,-,s,-,a,N,-
viet1250,k,-,-,s,-,a,N,-
muon1246,t,-,-,h,-,a,n,g
muon1246,-,-,-,s,-,a,N,-
muon1246,-,-,-,s,-,a,N,-
nguo1239,-,-,-,t,-,a,N,-
viet1252,-,-,-,r,a,a,n,g
arem1240,-,a,t,h,-,a,N,-
khmu1256,-,-,-,h,r,a,N,-
jeha1242,-,-,-,h,-,E,5,-
