language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
mali1278,-,-,k,-,-,-,3,y,-,o,-,-
mali1278,-,-,k,-,-,-,a,z,-,o,-,-
khap1242,-,-,k,-,-,-,a,z,-,o,-,-
bola1249,-,-,k,-,-,-,u,y,-,o,-,-
aheu1239,-,-,k,-,-,-,a,y,-,o,7,-
aheu1239,-,-,k,-,-,-,-,y,-,u,-,-
aheu1239,-,-,k,-,-,-,a,y,u,u,-,-
aheu1239,-,-,k,-,-,-,a,y,u,u,-,-
sach1240,-,-,k,-,-,-,3,y,-,o,-,-
rucc1239,-,-,k,-,-,-,a,y,o,o,-,-
mayy1239,-,-,k,-,-,-,u,Z,-,o,-,-
toum1239,-,-,-,-,-,-,-,y,-,o,-,-
lyha1238,-,-,-,-,-,-,-,y,-,o,-,-
phon1243,-,-,k,-,-,-,a,y,-,o,-,-
cuoi1242,-,-,-,-,-,-,-,s,-,o,-,-
cuoi1242,-,-,-,-,-,-,-,z,o,o,-,-
thoo1240,-,-,-,-,-,-,-,s,-,o,-,-
thoo1240,-,-,-,-,-,-,-,y,-,u,w,a
muon1246,-,-,-,-,-,-,-,x,o,o,-,-
muon1246,-,-,-,-,-,-,-,s,-,o,-,-
muon1246,-,-,-,-,-,-,-,s,-,o,-,-
muon1246,-,-,-,-,-,-,-,s,-,o,-,-
nguo1239,-,-,-,-,-,-,-,s,-,o,-,-
viet1252,-,-,-,-,-,-,-,y,-,o,-,-
arem1240,-,-,k,-,-,-,a,Z,-,o,7,-
khmu1256,-,-,h,n,d,r,3,y,-,-,-,-
jeha1242,b,r,w,-,-,-,a,7,-,-,-,-
