language,x1,x2,x3,x4
jehh1245,7,-,a,w
hala1252,7,-,a,u
reng1252,7,-,a,w
bahn1262,7,-,i,5
bahn1262,7,-,i,5
bahn1262,7,-,i,5
seda1262,7,-,a,w
roma1331,7,-,a,y
cuaa1241,g,-,o,-
alak1253,7,-,a,l
tali1257,7,-,a,u
lave1248,7,-,a,y
nyah1249,7,-,a,-
sapu1248,7,-,a,y
jeng1241,7,-,a,3
lave1249,7,-,a,y
chra1242,7,-,a,5
bulo1242,h,-,e,y
cent1992,7,g,3,p
cent1992,7,g,3,p
cent1992,k,-,3,p
koho1244,7,-,a,5
east2333,7,-,a,5
tamp1251,7,-,a,5
