language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
jehh1245,-,-,d,a,k,m,i,h,-,-,-,-,-,-,-
hala1252,-,-,d,a,k,-,-,k,r,o,a,N,-,-,-
reng1252,-,-,d,a,k,-,-,k,r,o,-,N,-,-,-
reng1252,-,-,d,a,k,-,-,-,-,-,-,-,-,-,-
bahn1262,-,-,-,-,-,-,-,k,r,o,-,N,-,-,-
bahn1262,-,-,-,-,-,-,-,g,l,u,-,N,-,-,-
bahn1262,-,-,-,-,-,-,-,k,r,o,-,N,-,-,-
bahn1262,-,-,-,-,-,-,-,k,r,o,-,N,-,-,-
seda1262,-,-,-,-,-,-,-,k,r,o,3,N,-,-,-
roma1331,-,-,-,-,-,-,-,k,x,o,-,N,-,-,-
cuaa1241,-,-,-,-,-,-,-,-,l,3,-,k,-,-,-
alak1253,m,E,t,a,-,-,-,k,-,-,-,-,-,-,-
nyah1249,-,-,-,-,-,-,-,5,r,o,-,h,-,-,-
sapu1248,-,-,d,a,-,-,-,k,m,a,-,n,-,a,y
jeng1241,-,-,-,-,-,-,-,t,r,o,-,h,-,-,-
lave1249,-,-,-,-,-,-,-,7,b,a,-,N,-,-,-
lave1249,-,-,-,-,-,-,-,d,-,3,-,n,-,a,y
chra1242,-,-,-,-,-,-,-,-,-,-,-,-,d,a,7
cent1992,-,-,-,-,-,-,-,k,-,o,-,n,d,a,k
cent1992,-,-,-,-,-,-,-,k,-,o,-,n,d,a,k
cent1992,-,-,-,-,-,-,-,k,r,o,-,N,-,-,-
east2333,-,-,-,-,-,-,-,k,r,o,-,N,-,-,-
