language,x1,x2,x3,x4,x5,x6,x7,x8
jehh1245,-,-,k,-,h,o,N,-
hala1252,-,-,T,-,-,u,h,-
reng1252,-,-,k,-,h,3,N,-
bahn1262,-,-,7,-,-,u,5,-
bahn1262,-,-,s,-,-,o,N,-
bahn1262,-,-,7,-,-,u,5,-
seda1262,-,-,T,-,-,o,w,-
roma1331,-,-,T,-,-,a,w,-
cuaa1241,-,-,T,-,-,a,7,-
alak1253,-,-,k,-,-,a,t,-
alak1253,-,-,T,-,-,o,h,-
tali1257,-,-,T,-,-,o,h,-
tali1257,-,-,7,3,r,o,h,-
lave1248,-,-,T,-,-,o,h,-
nyah1249,-,-,T,-,-,o,h,-
lave1249,-,-,l,-,-,o,k,-
chra1242,N,i,t,-,-,-,-,-
bulo1242,-,-,T,-,-,-,h,u
cent1992,-,-,7,-,-,o,s,o
cent1992,-,-,7,-,-,a,s,a
cent1992,-,-,k,-,-,-,-,o
koho1244,-,-,T,-,-,-,h,u
east2333,-,-,T,-,-,-,h,u
tamp1251,-,-,s,-,-,o,h,-
