language,x1,x2,x3,x4,x5,x6
jehh1245,k,3,t,r,a,w
reng1252,-,-,t,r,u,-
bahn1262,k,3,t,-,3,p
bahn1262,k,3,t,-,3,p
bahn1262,k,3,t,-,3,p
seda1262,-,-,T,-,a,N
roma1331,-,-,t,-,3,p
alak1253,k,a,k,-,u,-
tali1257,7,3,k,-,u,r
lave1249,k,-,-,-,u,r
lave1248,k,-,-,-,3,r
nyah1249,k,-,-,-,u,n
chra1242,g,3,t,-,3,p
bulo1242,n,-,t,-,3,p
koho1244,k,3,t,-,3,p
east2333,-,-,t,-,3,p
tamp1251,7,n,t,a,3,p
