language,x1,x2,x3,x4,x5,x6,x7,x8
jehh1245,-,-,-,5,-,i,a,h
hala1252,-,-,-,5,-,i,3,-
reng1252,h,-,-,5,-,e,-,-
bahn1262,h,-,-,n,-,a,-,m
bahn1262,h,-,-,n,-,a,-,m
bahn1262,h,-,-,n,-,a,-,m
seda1262,h,-,-,N,-,E,-,y
seda1262,h,-,-,n,E,3,-,m
roma1331,h,-,-,-,-,u,-,y
cuaa1241,h,-,-,5,-,3,-,-
alak1253,5,-,-,5,-,i,-,-
tali1257,-,-,-,s,-,u,-,-
lave1248,h,-,-,n,-,3,-,m
nyah1249,-,-,-,5,r,a,-,m
sapu1248,s,-,-,-,-,3,-,m
jeng1241,s,-,-,r,-,a,-,m
lave1249,h,-,-,n,-,a,-,m
chra1242,-,-,-,5,-,i,-,-
bulo1242,-,-,-,5,-,i,-,-
cent1992,b,a,w,n,-,-,-,-
cent1992,-,-,-,5,-,u,-,-
cent1992,-,-,-,N,-,i,-,h
koho1244,-,-,-,h,-,i,-,w
east2333,-,-,-,t,-,3,-,m
east2333,-,-,-,h,-,i,-,h
tamp1251,-,-,-,h,-,3,-,i
