language,x1,x2,x3,x4,x5,x6,x7
jehh1245,-,-,-,r,-,a,w
hala1252,-,-,-,r,-,a,w
reng1252,-,-,-,r,-,a,w
bahn1262,-,-,-,7,5,a,w
bahn1262,-,-,-,7,5,a,w
bahn1262,-,-,-,7,5,a,w
seda1262,-,-,-,S,E,o,-
roma1331,-,-,-,x,-,a,w
cuaa1241,-,-,-,7,5,a,w
alak1253,-,-,-,r,-,a,w
tali1257,-,7,3,r,-,a,w
lave1249,T,h,-,d,-,a,-
lave1248,-,h,-,t,-,a,-
nyah1249,-,h,-,r,-,a,-
chra1242,-,-,-,r,-,a,w
bulo1242,-,-,-,r,-,a,w
cent1992,-,3,-,r,-,a,w
cent1992,-,-,-,r,-,o,w
cent1992,-,-,-,r,-,a,w
koho1244,-,-,-,r,-,a,w
east2333,-,-,-,r,-,a,w
tamp1251,-,-,-,r,-,a,w
