language,x1,x2,x3,x4,x5,x6
jehh1245,m,-,u,-,y,-
hala1252,m,-,o,-,y,7
reng1252,m,-,o,-,y,-
bahn1262,m,-,o,-,5,-
bahn1262,m,-,o,-,5,-
bahn1262,m,-,o,-,5,-
seda1262,m,-,o,-,y,-
roma1331,m,-,o,-,y,7
cuaa1241,m,-,u,-,y,-
alak1253,m,-,o,-,y,-
tali1257,m,-,u,-,y,-
lave1248,m,-,u,-,y,-
nyah1249,m,-,u,-,e,-
sapu1248,m,-,u,-,y,-
jeng1241,m,-,u,-,y,-
lave1249,m,-,u,-,y,-
chra1242,m,-,u,o,y,-
bulo1242,m,-,u,o,y,-
cent1992,m,-,u,-,y,-
cent1992,m,-,o,-,y,-
cent1992,m,-,u,a,y,-
east2333,m,-,u,-,e,-
tamp1251,m,a,o,-,5,-
