language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
jehh1245,-,-,-,-,-,N,-,a,-,-,y
jehh1245,m,a,-,t,-,N,-,a,-,-,y
hala1252,-,-,-,-,-,N,-,a,-,-,y
reng1252,-,-,-,-,-,m,-,a,t,h,i
bahn1262,-,-,-,7,-,n,-,a,-,-,r
bahn1262,-,-,-,-,-,n,-,a,-,-,r
bahn1262,-,-,-,-,-,n,-,a,-,-,r
seda1262,-,-,-,-,-,h,-,a,-,-,i
roma1331,m,a,-,t,-,h,-,a,-,-,y
cuaa1241,-,-,-,h,-,N,-,3,-,-,y
alak1253,m,a,t,-,p,r,-,a,-,-,h
tali1257,m,a,t,t,3,N,-,a,-,-,y
lave1248,-,-,-,t,-,N,-,a,-,-,y
nyah1249,-,-,-,-,-,n,-,3,-,-,e
sapu1248,-,-,-,t,a,N,-,a,-,-,y
jeng1241,m,a,t,t,a,N,-,a,-,-,y
lave1249,-,-,-,t,3,N,-,a,-,-,y
chra1242,-,-,-,-,-,n,-,a,-,-,r
bulo1242,-,-,-,-,-,n,-,a,-,-,r
cent1992,-,-,-,-,-,n,-,a,-,-,3
cent1992,-,-,-,-,-,n,o,3,-,-,-
cent1992,-,-,-,-,-,n,-,a,-,-,r
koho1244,-,-,-,-,-,N,-,a,-,-,y
east2333,-,-,-,-,-,n,-,a,-,-,r
tamp1251,-,-,-,-,-,d,-,a,-,-,r
