language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
jehh1245,-,h,-,m,-,-,-,-,o,-,-,-,-,7
jehh1245,-,k,-,-,-,-,-,-,a,t,t,r,i,7
hala1252,-,h,3,p,-,-,-,-,o,-,-,-,-,-
reng1252,-,h,3,p,-,-,-,-,u,-,-,-,-,-
bahn1262,-,7,a,p,-,-,-,-,o,-,-,-,-,-
bahn1262,-,7,a,p,-,-,-,-,o,-,-,-,-,-
bahn1262,-,h,3,p,-,-,-,-,o,-,-,-,-,-
seda1262,-,-,-,p,-,-,-,-,o,-,-,-,-,w
roma1331,-,m,-,p,-,-,-,-,a,-,-,-,-,w
cuaa1241,-,-,-,p,-,-,-,-,a,-,-,-,-,w
alak1253,-,m,-,p,-,-,-,-,a,-,-,-,-,w
tali1257,-,m,-,p,-,-,-,-,o,-,-,-,-,-
lave1248,-,-,-,p,-,-,k,-,u,-,-,-,-,y
nyah1249,-,-,-,-,-,-,k,k,w,-,-,-,-,i
jeng1241,-,-,-,p,r,a,7,k,u,-,-,-,-,y
chra1242,-,m,-,b,-,-,-,-,3,-,-,-,-,y
bulo1242,-,m,-,b,-,-,-,-,3,-,-,-,-,y
cent1992,-,n,-,b,-,-,-,-,3,-,-,-,-,y
cent1992,-,n,-,b,-,a,-,-,3,-,-,-,-,y
koho1244,-,m,-,p,-,a,-,-,o,-,-,-,-,-
east2333,-,-,-,b,-,-,-,-,3,-,-,-,-,y
tamp1251,7,m,-,p,-,a,-,-,o,-,-,-,-,-
