language,x1,x2,x3
jehh1245,T,a,w
hala1252,T,a,w
reng1252,T,a,w
bahn1262,s,o,w
bahn1262,s,o,w
bahn1262,s,o,w
seda1262,T,a,w
roma1331,T,a,w
cuaa1241,s,a,w
alak1253,T,a,w
tali1257,T,a,w
lave1248,T,a,w
nyah1249,T,o,-
sapu1248,T,a,w
jeng1241,T,a,w
lave1249,T,a,w
chra1242,s,a,w
bulo1242,s,a,w
koho1244,s,a,w
east2333,s,o,-
tamp1251,s,a,o
