language,x1,x2,x3,x4,x5,x6
jehh1245,7,m,r,i,a,h
hala1252,7,m,-,i,3,-
reng1252,-,m,-,e,-,-
bahn1262,7,m,-,i,-,-
bahn1262,7,m,-,i,-,-
bahn1262,-,m,-,i,-,-
seda1262,-,m,-,E,-,y
roma1331,-,m,-,u,-,y
cuaa1241,-,y,-,i,-,t
alak1253,-,b,i,-,-,-
tali1257,-,m,i,3,-,-
lave1248,7,m,3,3,-,-
nyah1249,7,m,3,3,-,-
sapu1248,m,m,3,3,-,-
jeng1241,-,b,-,3,-,-
lave1249,-,m,-,3,-,-
chra1242,-,m,-,i,-,-
bulo1242,-,m,-,i,-,-
cent1992,-,m,-,i,-,u
cent1992,-,m,-,i,-,u
cent1992,-,m,-,i,-,h
koho1244,-,m,-,i,-,w
east2333,-,m,-,i,-,h
tamp1251,-,b,-,3,-,y
