language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
jehh1245,-,k,-,-,-,-,o,-,-,-,S
hala1252,-,b,-,-,r,-,i,-,-,-,k
hala1252,-,k,-,-,r,-,a,-,-,y,7
reng1252,-,k,-,-,h,-,o,-,-,-,r
bahn1262,-,k,-,-,-,-,3,k,a,y,7
bahn1262,-,k,-,-,-,-,o,-,-,y,h
bahn1262,-,k,-,-,-,-,o,-,-,y,h
bahn1262,-,k,-,-,-,-,3,k,a,y,7
bahn1262,-,k,-,-,-,-,o,-,-,y,h
seda1262,-,k,-,-,r,-,u,-,-,y,-
seda1262,-,k,-,-,r,i,o,-,-,-,-
roma1331,-,k,-,-,-,-,o,-,-,y,-
cuaa1241,-,k,-,h,w,-,a,-,-,l,-
cuaa1241,-,k,-,-,w,-,a,-,-,y,7
alak1253,-,k,-,-,r,-,a,-,-,T,-
tali1257,-,7,-,-,w,-,a,-,-,T,-
lave1249,-,k,3,k,r,-,3,-,-,T,-
sapu1248,-,k,-,-,r,3,3,-,-,t,-
sapu1248,-,k,-,-,h,-,o,-,-,r,-
lave1248,-,k,-,-,r,3,3,-,-,t,-
nyah1249,-,k,-,-,r,u,a,-,-,T,-
nyah1249,-,k,-,-,r,3,3,-,-,t,-
bulo1242,-,k,-,-,-,-,o,-,-,r,-
cent1992,-,k,3,-,w,-,a,-,-,T,-
cent1992,-,k,-,-,w,-,o,-,-,T,-
cent1992,n,h,-,-,-,-,u,-,-,k,-
koho1244,-,k,-,-,u,-,a,-,-,h,-
east2333,-,k,-,-,w,-,a,-,-,T,-
tamp1251,-,k,a,k,w,-,a,-,-,T,-
