language,x1,x2,x3,x4,x5,x6,x7,x8
jehh1245,-,-,-,k,-,a,-,l
hala1252,-,-,-,k,-,3,-,l
reng1252,-,-,-,g,-,3,-,l
bahn1262,-,-,-,k,-,3,-,l
bahn1262,-,-,-,k,-,3,-,l
bahn1262,-,-,-,k,-,3,-,l
seda1262,-,-,-,k,-,o,-,-
roma1331,-,-,-,k,u,o,-,L
cuaa1241,-,-,-,g,-,3,-,l
alak1253,-,-,-,k,-,3,-,-
tali1257,-,-,-,t,-,u,-,S
lave1248,-,-,-,t,-,u,-,s
nyah1249,-,-,-,t,-,u,y,h
sapu1248,-,-,-,t,-,u,i,h
jeng1241,-,-,-,t,-,u,-,S
lave1249,-,-,-,t,-,u,-,x
chra1242,-,-,-,v,-,o,-,7
bulo1242,-,-,-,k,-,3,-,l
bulo1242,b,-,o,k,-,-,-,-
cent1992,b,-,o,k,-,-,-,-
cent1992,p,-,o,k,-,-,-,-
cent1992,b,-,o,k,-,-,-,-
koho1244,b,o,u,-,-,-,-,-
east2333,b,-,o,k,-,-,-,-
tamp1251,-,-,-,k,-,o,-,l
