language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
jehh1245,-,-,p,-,-,-,-,3,d,r,E,-,N,-,-
hala1252,-,-,b,-,-,-,-,3,d,r,E,a,N,-,-
reng1252,-,-,b,-,-,-,-,i,-,-,-,-,k,-,-
roma1331,-,-,p,-,-,-,-,i,-,-,-,-,k,-,-
roma1331,-,-,p,-,-,-,-,o,-,-,-,-,N,-,-
cuaa1241,k,a,p,-,-,-,-,3,-,-,-,-,7,-,-
alak1253,-,-,p,-,-,-,-,a,-,-,-,-,N,h,u
tali1257,-,-,b,-,-,-,-,o,-,-,-,-,k,-,-
lave1249,-,-,p,-,-,-,-,u,-,-,-,-,N,-,-
sapu1248,-,-,p,-,-,-,-,u,-,-,-,-,k,-,-
lave1248,-,-,p,-,-,-,-,u,-,-,-,-,k,-,-
nyah1249,-,-,p,-,-,-,-,u,-,-,-,-,k,-,-
bulo1242,-,-,p,-,-,r,-,i,-,-,-,-,N,-,-
cent1992,-,-,b,3,d,r,i,3,-,-,-,-,N,-,-
cent1992,k,-,h,-,-,l,-,o,-,-,-,-,5,-,-
cent1992,-,-,-,-,-,-,-,-,-,-,-,-,N,-,i
koho1244,-,-,d,-,-,-,-,3,-,-,-,-,N,-,i
east2333,n,-,-,-,-,h,-,a,-,-,-,-,T,-,-
east2333,n,-,d,-,-,r,i,e,-,-,-,-,N,-,-
tamp1251,-,-,p,-,-,-,-,o,-,-,-,-,N,-,-
