language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
jehh1245,-,-,7,-,-,5,-,-,a,N
hala1252,-,-,7,-,-,5,-,-,a,N
reng1252,-,-,t,-,-,s,-,-,a,N
bahn1262,-,-,h,-,-,-,-,-,a,r
bahn1262,-,-,t,-,-,-,-,-,a,N
bahn1262,-,-,t,-,-,-,-,-,a,N
bahn1262,-,-,t,-,-,-,-,-,a,N
seda1262,-,-,s,-,-,-,-,-,a,N
roma1331,p,3,t,-,-,s,-,-,a,N
cuaa1241,-,-,7,w,a,l,7,w,a,l
alak1253,-,-,7,-,-,y,-,-,a,N
tali1257,-,-,5,-,-,-,-,-,a,N
lave1249,-,-,d,-,-,-,-,-,a,N
sapu1248,-,-,d,-,-,-,-,-,a,N
lave1248,7,-,t,-,-,-,-,-,a,N
nyah1249,-,-,d,-,-,-,-,-,a,N
chra1242,-,-,t,-,-,-,-,-,a,N
bulo1242,-,-,t,-,-,-,-,-,a,N
cent1992,-,-,t,-,-,-,-,-,a,N
cent1992,k,3,t,-,-,-,-,-,a,N
koho1244,b,3,t,-,-,-,-,-,a,N
east2333,-,-,t,-,-,-,-,-,a,N
tamp1251,-,-,t,-,-,-,-,-,a,N
