language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
jehh1245,-,-,-,t,-,-,-,e,h,-,-,-
hala1252,-,-,-,r,-,-,-,o,7,-,-,-
reng1252,-,-,-,T,-,-,-,a,m,-,-,-
reng1252,-,-,-,h,-,-,-,3,7,n,i,h
bahn1262,-,-,-,s,-,-,-,E,T,-,-,-
bahn1262,-,-,-,7,-,-,5,E,m,-,-,-
bahn1262,-,-,-,s,-,-,-,E,T,-,-,-
bahn1262,-,-,-,7,-,-,5,E,m,-,-,-
seda1262,-,-,-,s,-,-,-,e,-,-,-,-
seda1262,-,-,-,m,-,-,-,a,m,-,-,-
seda1262,-,-,-,T,-,-,-,a,m,-,-,-
roma1331,t,-,-,s,-,-,-,E,k,-,-,-
roma1331,-,-,-,h,-,-,l,o,N,-,-,-
cuaa1241,-,-,-,h,-,-,l,E,T,-,-,-
alak1253,-,-,-,s,-,-,-,a,T,-,-,-
tali1257,-,-,-,T,-,-,-,e,T,-,-,-
lave1249,-,-,-,m,-,-,-,a,t,-,-,-
sapu1248,-,l,a,m,-,-,-,a,N,-,-,-
sapu1248,t,r,-,-,-,-,-,a,n,-,-,-
lave1248,-,-,-,t,-,-,r,a,w,-,-,-
nyah1249,-,-,-,m,-,-,-,a,t,-,-,-
bulo1242,-,-,-,p,-,-,-,a,y,-,-,-
cent1992,-,-,-,p,-,-,-,a,y,-,-,-
cent1992,-,-,-,y,-,-,-,a,m,-,-,-
cent1992,-,-,-,b,-,-,-,a,y,-,-,-
koho1244,-,-,-,p,o,-,-,a,T,-,-,-
east2333,-,-,-,T,-,-,-,i,T,-,i,-
east2333,-,-,-,p,u,-,-,o,T,-,-,-
east2333,-,-,-,l,-,-,-,a,w,-,-,-
tamp1251,-,-,-,p,3,N,l,a,y,-,-,-
