language,x1,x2,x3
jehh1245,t,a,n
hala1252,t,a,n
reng1252,t,a,n
bahn1262,t,a,5
bahn1262,t,a,5
bahn1262,t,a,5
seda1262,t,e,n
roma1331,t,a,n
cuaa1241,t,a,T
alak1253,t,a,5
tali1257,t,a,5
lave1249,t,a,5
sapu1248,t,a,5
lave1248,t,a,5
nyah1249,t,a,5
chra1242,t,a,5
bulo1242,t,a,5
cent1992,t,a,5
cent1992,t,a,5
cent1992,t,a,5
koho1244,t,a,5
east2333,t,a,5
tamp1251,t,a,5
