language,x1,x2,x3,x4,x5,x6
jehh1245,k,3,T,a,y,-
hala1252,-,-,T,-,i,-
reng1252,-,-,T,-,i,-
bahn1262,-,-,s,-,i,-
bahn1262,-,-,s,-,i,-
bahn1262,-,-,s,-,i,-
seda1262,-,-,T,a,y,-
roma1331,-,-,T,a,y,-
cuaa1241,-,-,s,a,y,-
alak1253,5,-,T,a,y,-
tali1257,-,-,T,a,y,-
lave1248,-,-,T,e,y,-
nyah1249,-,-,T,e,-,-
sapu1248,-,-,T,a,y,-
jeng1241,-,-,T,a,y,-
lave1249,-,-,T,a,y,-
chra1242,-,-,s,-,i,-
bulo1242,-,-,s,-,i,-
cent1992,-,-,s,-,i,-
cent1992,-,-,s,-,i,-
cent1992,-,-,s,-,i,-
koho1244,-,-,s,a,y,-
east2333,-,-,s,-,i,-
tamp1251,-,-,s,-,3,y
