language,x1,x2,x3,x4,x5,x6,x7
jehh1245,-,m,3,n,-,E,N
hala1252,-,m,3,n,-,E,N
reng1252,-,m,3,n,-,E,N
bahn1262,-,h,-,r,-,a,7
bahn1262,-,h,a,r,-,a,-
bahn1262,-,h,-,r,-,a,7
seda1262,-,m,3,n,-,E,N
roma1331,t,s,-,-,-,a,w
cuaa1241,-,p,a,n,-,e,N
alak1253,-,-,-,7,-,a,k
alak1253,-,-,-,t,-,a,r
tali1257,-,3,-,n,-,a,5
lave1248,-,h,-,n,-,a,-
nyah1249,-,5,-,r,-,a,-
sapu1248,-,t,o,N,T,a,l
sapu1248,-,s,-,-,-,o,7
jeng1241,-,s,-,r,-,a,-
lave1249,T,h,-,r,-,a,w
lave1249,-,b,-,r,u,a,x
bulo1242,-,s,3,n,-,a,-
cent1992,-,-,-,n,-,a,-
koho1244,-,s,3,n,-,a,-
east2333,-,-,-,n,-,a,-
tamp1251,-,s,-,r,-,a,7
