language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
jehh1245,-,p,-,-,-,-,-,-,-,a,l,-,-
hala1252,-,p,-,-,-,-,-,-,-,a,r,-,-
reng1252,-,h,-,-,-,3,-,k,-,a,r,-,-
bahn1262,-,7,-,-,-,a,-,k,-,a,r,-,-
bahn1262,-,7,-,-,-,a,-,k,-,a,r,-,-
bahn1262,-,h,-,-,-,3,-,k,-,a,r,-,-
seda1262,-,-,-,-,-,-,-,k,E,3,-,-,-
roma1331,-,7,-,-,-,a,N,k,-,a,L,-,-
cuaa1241,-,7,-,-,-,a,-,h,n,E,7,-,-
cuaa1241,-,k,-,-,-,-,-,-,-,a,d,u,h
alak1253,-,N,k,a,r,-,-,-,-,-,-,-,-
tali1257,-,7,-,3,r,u,-,-,-,3,t,-,-
lave1249,m,b,-,-,-,o,-,-,-,-,k,-,-
sapu1248,-,s,-,-,-,u,-,-,-,a,t,-,-
lave1248,-,s,-,-,r,u,-,-,-,a,t,-,-
nyah1249,-,s,-,-,r,u,-,-,-,a,t,-,-
chra1242,-,-,-,-,n,-,-,t,-,o,-,-,-
bulo1242,-,-,-,-,n,-,-,t,-,o,w,-,-
cent1992,-,-,-,-,n,-,-,t,-,o,-,-,-
koho1244,-,k,-,3,l,-,-,t,-,a,w,-,-
east2333,-,-,-,-,-,-,-,t,-,a,w,-,-
tamp1251,-,7,-,-,N,-,-,k,-,a,r,-,-
