language,x1,x2,x3,x4,x5,x6,x7
jehh1245,p,-,r,-,i,a,t
hala1252,p,-,r,-,i,3,t
reng1252,p,-,r,-,e,-,t
bahn1262,p,-,r,-,i,-,t
bahn1262,p,-,r,-,i,-,t
bahn1262,p,-,r,-,i,-,t
seda1262,p,-,r,-,i,3,t
roma1331,p,-,x,-,o,-,t
cuaa1241,p,a,r,-,e,-,t
alak1253,p,-,r,-,i,-,t
tali1257,p,-,r,-,i,3,t
lave1249,p,-,r,-,3,-,t
sapu1248,p,-,r,-,3,a,t
lave1248,p,-,r,3,3,-,t
nyah1249,p,-,r,3,3,-,t
chra1242,p,-,r,-,i,-,t
bulo1242,p,-,r,-,i,-,t
cent1992,p,-,r,-,i,-,t
cent1992,p,-,r,-,i,-,t
cent1992,p,-,r,-,i,-,t
koho1244,p,-,r,-,i,-,t
east2333,p,-,r,-,i,-,t
tamp1251,p,-,r,3,i,-,t
