language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
jehh1245,-,-,-,-,T,-,3,-,-,-,h,-,o,m
hala1252,-,-,-,-,T,-,3,-,-,-,h,-,3,m
reng1252,d,-,3,k,T,-,3,-,-,-,h,-,e,m
bahn1262,-,-,-,-,T,-,3,-,-,-,h,N,a,m
bahn1262,-,-,-,-,T,-,3,-,-,-,h,N,a,m
bahn1262,-,-,-,-,T,-,3,-,-,-,h,N,a,m
seda1262,-,-,-,-,-,-,-,-,-,-,h,i,3,m
roma1331,-,-,-,-,t,-,3,-,-,-,h,-,u,m
cuaa1241,-,-,-,-,h,-,o,-,-,t,h,-,3,y
alak1253,d,-,-,-,Z,-,a,-,-,-,h,-,u,m
tali1257,-,-,-,-,N,-,-,-,-,-,h,-,u,m
lave1248,-,-,-,-,T,-,3,-,-,-,h,-,3,m
nyah1249,-,-,-,-,y,-,-,-,-,-,-,-,a,m
sapu1248,-,-,-,-,T,-,a,-,-,-,h,-,3,m
lave1249,h,u,a,t,T,-,-,-,-,-,h,-,3,m
chra1242,-,-,-,-,-,-,-,-,-,n,-,-,3,m
bulo1242,n,-,-,-,h,-,u,-,i,n,h,-,o,m
cent1992,-,-,-,-,d,-,o,-,k,N,h,-,3,m
cent1992,-,-,-,-,d,-,a,w,k,N,h,-,3,m
cent1992,-,-,-,-,s,r,u,-,h,n,h,-,3,m
koho1244,-,-,-,-,s,-,o,-,-,-,-,-,a,m
east2333,-,-,-,-,-,-,-,-,-,5,h,-,a,m
tamp1251,-,-,-,-,7,-,-,-,-,N,h,3,3,m
