language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
jehh1245,t,t,-,-,r,-,o,7,-,-,-
hala1252,-,p,-,-,h,i,3,k,-,-,-
reng1252,-,-,-,-,r,-,i,w,-,-,-
bahn1262,-,-,-,-,h,-,3,7,n,3,r
bahn1262,-,-,-,-,h,-,3,d,-,3,r
seda1262,-,-,-,-,r,-,i,w,-,-,-
cuaa1241,-,-,-,-,k,-,a,h,-,-,-
alak1253,-,p,a,N,7,-,o,h,-,-,-
tali1257,-,-,-,-,7,-,3,s,-,o,t
lave1249,-,p,3,-,r,-,a,y,-,-,-
sapu1248,-,-,-,-,r,-,a,y,-,-,-
lave1248,-,7,-,-,y,-,3,-,-,-,-
nyah1249,-,h,-,-,l,-,3,N,-,-,-
chra1242,-,p,-,-,r,-,E,-,-,-,-
bulo1242,-,-,-,-,k,-,a,h,-,-,-
cent1992,-,-,-,-,k,-,a,h,-,-,-
koho1244,-,-,-,-,k,-,a,h,-,-,-
east2333,-,-,-,-,N,-,a,l,-,-,-
east2333,-,-,-,-,l,-,E,-,-,-,-
east2333,-,-,-,-,N,-,E,h,-,-,-
east2333,-,-,-,-,k,-,a,h,-,-,-
