language,x1,x2,x3,x4,x5,x6,x7
jehh1245,-,5,-,a,m,-,-
hala1252,-,5,i,3,m,-,-
reng1252,k,r,-,3,-,-,-
reng1252,b,y,-,3,p,-,-
bahn1262,-,h,-,-,m,o,y
bahn1262,-,h,-,-,m,o,y
bahn1262,-,h,-,-,m,o,y
bahn1262,-,5,-,3,m,-,-
bahn1262,-,5,-,3,m,-,-
seda1262,-,k,-,3,h,o,y
roma1331,-,5,-,i,m,-,-
cuaa1241,-,5,-,3,m,-,-
alak1253,-,5,-,i,m,-,-
lave1249,-,5,-,3,m,-,-
sapu1248,-,5,3,3,m,-,-
lave1248,-,5,3,3,m,-,-
nyah1249,-,5,3,3,m,-,-
chra1242,-,5,-,i,m,-,-
bulo1242,-,5,-,i,m,-,-
cent1992,-,5,-,u,m,-,-
cent1992,-,5,-,3,m,-,-
cent1992,-,5,-,i,m,-,-
koho1244,-,5,-,i,m,-,-
east2333,-,5,-,i,m,-,-
tamp1251,-,5,-,a,m,-,-
