language,x1,x2,x3,x4,x5,x6,x7,x8
jehh1245,7,a,p,a,l,-,-,-
hala1252,h,3,p,a,l,-,-,-
reng1252,h,3,p,a,l,-,-,-
bahn1262,t,3,p,a,l,-,-,-
bahn1262,h,a,p,a,l,-,-,-
bahn1262,t,3,p,a,l,-,-,-
roma1331,-,-,p,a,l,-,-,-
cuaa1241,7,a,p,a,l,-,-,-
alak1253,t,a,p,a,u,-,-,-
tali1257,7,3,p,a,l,-,-,-
lave1248,t,-,p,a,l,-,-,-
nyah1249,d,-,w,a,w,-,-,-
sapu1248,t,-,w,a,w,-,-,-
jeng1241,t,-,v,a,w,-,-,-
lave1249,t,3,w,a,w,-,-,-
chra1242,l,3,p,a,l,-,-,-
bulo1242,-,-,p,a,l,-,-,-
cent1992,t,3,p,a,l,T,u,h
cent1992,t,3,p,a,l,-,-,-
cent1992,m,-,p,a,l,-,-,-
koho1244,m,-,p,a,l,-,-,-
east2333,-,-,p,a,l,-,-,-
tamp1251,t,a,p,a,l,-,-,-
