language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
jehh1245,-,s,-,-,u,-,k,-,s,u,-,n
hala1252,-,s,-,-,o,-,k,-,-,-,-,-
reng1252,t,s,-,-,3,-,k,t,s,o,-,p
reng1252,t,s,-,-,3,-,k,-,-,-,-,-
bahn1262,-,s,-,-,o,-,k,-,-,-,-,-
bahn1262,-,s,-,-,o,-,k,-,-,-,-,-
bahn1262,-,s,-,-,o,-,k,-,-,-,-,-
seda1262,-,s,-,-,a,-,k,-,-,-,-,-
roma1331,t,s,-,-,o,-,k,t,s,E,-,p
roma1331,t,s,-,-,a,-,k,-,-,-,-,-
cuaa1241,-,h,-,l,o,-,k,-,-,-,-,-
tali1257,-,s,-,-,o,-,k,-,-,-,-,-
lave1249,T,h,-,-,o,-,k,-,-,-,-,-
sapu1248,-,s,-,-,o,-,k,-,m,u,a,l
lave1248,-,m,-,-,u,a,r,-,-,-,-,-
nyah1249,-,m,-,-,u,a,n,-,-,-,-,-
chra1242,-,s,i,n,o,-,7,-,-,-,-,-
bulo1242,-,p,E,n,a,-,r,-,-,-,-,-
cent1992,-,s,-,-,o,-,k,-,-,-,-,-
cent1992,-,s,-,-,o,-,k,-,-,-,-,-
cent1992,r,s,-,-,a,-,w,-,-,-,-,-
koho1244,-,t,3,n,o,-,-,-,-,-,-,-
east2333,-,n,-,-,o,-,k,-,-,-,-,-
tamp1251,-,s,a,s,o,-,k,-,-,-,-,-
