language,x1,x2,x3,x4,x5,x6,x7,x8
jehh1245,k,3,7,-,n,-,u,m
hala1252,-,-,-,-,s,-,o,r
reng1252,-,-,-,-,n,-,o,m
bahn1262,-,-,7,-,n,-,o,m
bahn1262,-,-,7,-,n,-,o,m
bahn1262,-,-,7,-,n,-,o,m
seda1262,-,-,-,-,n,-,u,m
roma1331,-,-,k,3,n,-,o,m
cuaa1241,-,-,k,a,n,-,3,m
alak1253,-,-,p,-,n,-,o,m
tali1257,-,-,7,3,n,-,o,m
lave1248,-,-,k,-,n,-,o,m
nyah1249,-,-,n,-,n,-,o,m
sapu1248,-,-,-,-,n,-,o,m
jeng1241,d,a,k,-,d,-,o,m
lave1249,-,-,-,-,n,-,o,m
chra1242,-,-,-,-,n,-,o,m
bulo1242,-,-,-,-,n,-,o,m
koho1244,-,-,-,-,n,-,o,m
east2333,-,-,-,-,n,-,o,m
tamp1251,-,-,-,-,d,a,o,m
