language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
jehh1245,-,-,m,-,-,-,-,i,-,-
hala1252,-,-,m,-,-,-,-,i,-,-
reng1252,-,-,7,-,-,-,-,i,h,-
reng1252,n,u,7,-,-,-,-,-,-,-
bahn1262,-,-,7,-,-,-,-,E,-,-
bahn1262,-,-,7,-,-,-,-,E,-,-
bahn1262,-,-,7,-,-,-,-,E,-,-
seda1262,-,-,7,-,-,-,-,E,h,-
roma1331,-,-,p,-,-,-,-,i,-,-
cuaa1241,-,-,m,a,y,7,i,3,-,-
alak1253,-,-,m,-,-,-,-,a,y,-
tali1257,-,-,m,-,-,-,-,e,-,-
lave1248,-,-,s,-,-,-,-,a,w,-
nyah1249,-,-,s,-,-,-,-,a,-,-
sapu1248,-,-,s,-,-,-,-,a,y,-
jeng1241,-,-,s,-,-,-,-,a,3,-
lave1249,T,-,h,-,-,-,-,a,y,-
chra1242,-,-,m,-,-,-,-,a,y,-
chra1242,-,-,7,-,-,-,-,a,y,-
bulo1242,-,-,7,-,-,-,-,a,y,-
cent1992,-,-,m,-,-,-,-,a,y,-
cent1992,-,-,-,-,-,-,-,a,y,-
koho1244,-,-,m,-,-,-,-,-,i,-
east2333,-,-,m,-,-,-,-,E,-,-
tamp1251,-,-,7,-,-,-,-,3,i,s
