language,x1,x2,x3,x4,x5,x6,x7,x8
jehh1245,-,-,-,t,-,-,u,7
hala1252,-,-,-,t,-,-,u,7
reng1252,-,-,-,t,-,-,u,7
bahn1262,-,-,-,t,-,-,o,7
bahn1262,-,-,-,t,-,-,o,7
bahn1262,-,-,-,t,-,-,o,7
seda1262,-,-,-,t,-,-,o,-
roma1331,-,-,-,k,3,n,o,7
cuaa1241,-,-,-,t,-,-,o,7
alak1253,-,-,-,t,-,-,o,7
tali1257,-,-,-,p,-,-,u,S
lave1248,-,-,7,t,-,-,o,7
nyah1249,-,-,-,d,-,-,o,7
sapu1248,-,-,-,d,-,-,o,7
jeng1241,-,-,-,d,-,-,o,7
lave1249,-,-,-,d,-,-,u,7
chra1242,-,-,-,d,-,-,u,h
bulo1242,-,-,-,d,-,-,o,h
cent1992,k,o,k,t,-,-,a,5
cent1992,-,-,-,r,-,-,a,m
cent1992,-,-,-,t,-,-,o,5
cent1992,-,-,-,t,-,-,u,h
cent1992,-,-,-,t,-,-,a,5
koho1244,-,-,-,r,-,-,a,m
koho1244,-,-,-,d,-,-,u,h
east2333,-,-,-,d,-,-,o,h
tamp1251,-,-,-,t,-,-,o,7
