language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
jehh1245,-,-,-,r,-,3,7,-,i,h
hala1252,g,-,-,-,-,E,h,-,-,-
hala1252,k,-,-,r,-,a,7,-,-,-
reng1252,k,-,-,r,-,a,7,-,-,-
bahn1262,-,-,-,s,-,o,-,-,-,-
bahn1262,-,-,-,s,-,o,-,-,-,-
bahn1262,-,-,-,s,-,o,-,-,-,-
bahn1262,k,-,-,r,-,a,7,-,-,-
bahn1262,k,-,-,r,-,a,7,-,-,-
bahn1262,k,-,-,r,-,a,7,-,-,-
seda1262,k,-,-,r,-,a,-,-,-,-
roma1331,k,-,-,x,-,a,7,-,-,-
cuaa1241,k,a,-,r,-,a,7,-,-,-
cuaa1241,-,-,-,d,-,u,t,-,-,-
alak1253,t,-,-,-,-,a,t,3,a,-
alak1253,k,-,-,r,-,a,7,-,-,-
tali1257,k,-,-,r,-,a,7,-,-,-
lave1249,k,-,-,r,-,a,7,-,-,-
sapu1248,k,-,-,r,-,a,7,-,-,-
lave1248,-,-,-,t,3,a,-,-,-,-
lave1248,k,-,-,r,-,a,7,-,-,-
nyah1249,k,-,-,r,-,a,7,-,-,-
bulo1242,k,3,m,r,-,a,-,-,-,-
cent1992,-,-,-,r,-,a,5,-,-,-
koho1244,k,-,-,r,-,a,-,-,-,-
east2333,7,u,-,r,-,a,5,-,-,-
east2333,-,-,-,y,-,a,w,-,-,-
tamp1251,k,-,-,r,-,a,7,-,-,-
