language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
jehh1245,-,-,-,-,-,-,-,-,-,-,t,3,w,a,l
hala1252,-,-,-,-,-,-,-,-,-,-,t,3,w,i,l
reng1252,h,-,-,-,e,-,-,-,-,-,t,-,-,-,-
bahn1262,h,-,y,-,3,-,-,-,-,-,t,-,-,-,-
bahn1262,h,-,y,-,3,-,-,-,-,-,t,-,-,-,-
bahn1262,h,-,y,-,3,-,-,-,-,-,t,-,-,-,-
seda1262,p,-,i,-,-,-,-,-,-,-,w,-,-,-,-
seda1262,h,-,i,-,3,-,-,-,-,-,t,-,-,-,-
roma1331,w,-,-,-,3,L,-,w,o,-,t,-,-,-,-
cuaa1241,-,-,-,-,-,-,-,-,-,-,t,a,w,o,l
alak1253,w,a,w,-,3,-,-,-,-,-,N,-,-,-,-
lave1249,w,-,-,-,3,-,-,-,-,-,5,-,-,-,-
sapu1248,w,-,-,-,u,-,-,-,-,-,5,-,-,-,-
lave1248,b,-,-,-,i,-,-,-,-,-,l,-,-,-,-
nyah1249,w,-,w,3,3,-,-,-,-,-,5,-,-,-,-
chra1242,h,-,-,-,u,-,-,-,-,-,T,-,-,-,-
bulo1242,h,-,-,-,3,-,-,w,e,-,T,-,-,-,-
cent1992,t,-,-,-,-,-,a,h,-,-,t,o,-,-,w
cent1992,7,-,-,-,3,y,a,w,-,-,t,a,-,-,w
koho1244,h,-,-,-,u,-,-,-,i,-,7,-,-,-,-
east2333,T,-,-,-,a,N,-,w,a,-,-,-,-,-,r
east2333,-,-,-,-,-,-,-,w,a,r,t,o,-,-,r
tamp1251,p,-,-,-,3,-,-,-,-,-,l,-,-,-,-
