language,x1,x2,x3,x4,x5,x6,x7
jehh1245,k,-,l,-,a,-,k
hala1252,k,-,l,-,a,-,k
reng1252,k,-,l,-,a,-,k
bahn1262,k,-,l,-,a,-,k
bahn1262,k,-,l,-,a,-,k
bahn1262,k,-,l,-,a,-,k
seda1262,k,-,l,e,3,-,-
roma1331,k,-,l,-,a,-,k
cuaa1241,k,-,l,-,a,-,k
alak1253,k,-,l,-,a,-,k
tali1257,k,-,l,-,a,-,k
lave1249,k,-,l,-,a,-,k
sapu1248,k,-,l,-,a,-,k
lave1248,k,-,l,-,a,-,k
nyah1249,k,-,l,-,a,-,k
chra1242,t,3,l,-,a,-,7
bulo1242,p,-,r,-,o,-,T
cent1992,p,-,r,-,o,-,T
cent1992,p,-,r,-,a,w,T
cent1992,p,-,r,-,o,-,T
koho1244,p,-,r,-,o,-,T
east2333,p,-,r,-,u,e,T
tamp1251,k,-,l,-,a,-,k
