language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
jehh1245,-,-,-,-,k,-,a,t,-,-,-,-
hala1252,-,-,-,-,k,-,u,y,-,-,-,-
reng1252,-,-,-,-,k,-,u,y,-,-,-,-
bahn1262,-,-,-,-,-,-,-,b,-,-,i,T
bahn1262,-,-,-,-,t,-,E,p,-,-,-,-
bahn1262,-,-,-,-,t,-,E,p,-,-,-,-
bahn1262,-,-,-,-,t,-,E,p,-,-,-,-
seda1262,-,-,-,-,t,-,a,m,-,-,-,-
seda1262,-,-,-,-,k,-,o,y,-,-,-,-
cuaa1241,-,-,-,-,b,-,i,T,-,-,-,-
alak1253,-,N,a,5,p,-,i,T,-,-,-,-
tali1257,-,-,-,-,l,-,e,T,-,-,-,-
lave1249,-,N,-,-,k,-,3,y,h,N,a,n
sapu1248,-,-,-,-,k,-,u,y,-,-,-,-
lave1248,-,-,-,-,k,-,u,y,-,N,e,n
nyah1249,-,-,-,-,k,-,w,i,-,-,-,-
chra1242,-,-,-,-,v,-,i,7,-,-,-,-
bulo1242,-,-,-,-,b,-,e,T,-,-,-,-
cent1992,-,-,-,-,b,-,i,T,-,-,-,-
cent1992,-,-,-,-,b,-,i,T,-,-,-,-
cent1992,-,-,-,-,p,-,e,T,-,-,-,-
koho1244,-,-,-,-,k,-,u,y,-,-,-,-
koho1244,-,-,-,-,b,-,i,T,-,-,-,-
east2333,-,-,-,-,b,-,e,7,-,-,-,-
tamp1251,h,l,a,-,k,-,-,-,-,-,-,-
tamp1251,-,-,-,-,t,a,i,p,-,-,-,-
