language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
jehh1245,-,k,-,-,3,-,m,-,u,-,-,-,N,-,-
hala1252,-,t,-,-,3,-,b,-,a,-,-,-,-,-,-
reng1252,-,t,-,-,3,-,k,-,3,-,-,-,N,-,-
bahn1262,-,d,-,-,3,-,-,-,-,-,-,-,N,-,-
bahn1262,-,t,-,-,3,-,b,l,a,-,-,-,-,-,-
bahn1262,-,t,-,-,-,-,h,-,a,-,-,-,N,-,-
bahn1262,-,t,-,-,3,-,b,-,a,-,-,-,-,-,-
bahn1262,-,t,-,-,3,-,b,l,a,-,-,-,-,-,-
seda1262,-,h,-,v,E,-,-,-,3,-,-,-,N,-,-
seda1262,-,t,-,-,3,-,k,-,a,-,-,-,N,-,-
cuaa1241,-,-,-,-,-,-,g,-,a,-,-,-,y,-,-
alak1253,-,-,-,-,-,-,m,-,a,-,-,-,k,-,-
tali1257,-,-,-,-,-,-,n,d,a,-,-,-,y,-,-
lave1249,-,t,-,-,3,r,b,-,3,-,-,-,-,-,-
lave1248,-,-,-,-,-,-,k,-,3,-,-,-,N,-,-
nyah1249,-,t,t,i,a,N,7,l,o,-,-,-,N,-,-
bulo1242,-,t,-,-,-,-,h,-,a,-,-,-,N,-,-
cent1992,-,-,-,-,-,-,m,-,a,-,-,e,k,s,i
cent1992,-,-,-,-,-,-,m,-,E,-,-,-,k,-,-
koho1244,n,t,-,-,i,T,h,-,i,-,-,-,-,-,-
east2333,-,m,-,-,-,-,b,-,a,-,-,-,h,-,-
tamp1251,-,t,-,-,-,-,-,-,a,r,d,o,N,-,-
