language,x1,x2,x3,x4,x5,x6,x7
jehh1245,b,a,-,-,-,-,S
hala1252,b,e,-,-,-,-,h
reng1252,b,3,-,-,-,-,S
bahn1262,b,i,-,-,-,-,h
bahn1262,b,i,-,-,-,-,h
bahn1262,b,i,-,-,-,-,h
seda1262,p,a,-,-,-,-,h
roma1331,p,u,-,-,-,y,S
cuaa1241,b,o,-,-,-,l,h
alak1253,p,i,-,-,-,-,h
tali1257,b,i,-,-,-,-,s
lave1249,b,i,-,-,-,-,h
sapu1248,b,i,-,-,-,-,h
lave1248,b,i,-,-,-,-,h
nyah1249,k,i,a,k,m,o,h
chra1242,v,i,-,-,-,-,h
bulo1242,b,e,-,-,-,-,h
cent1992,b,3,-,-,-,-,S
cent1992,b,E,-,-,-,-,h
cent1992,p,e,-,-,-,-,h
koho1244,b,3,-,-,-,-,s
east2333,b,i,-,-,-,-,h
tamp1251,p,i,-,-,-,-,h
