language,x1,x2,x3,x4,x5,x6,x7
jehh1245,-,-,t,-,o,-,h
hala1252,-,-,t,-,o,-,h
reng1252,-,-,t,-,o,-,h
bahn1262,-,-,t,-,3,-,h
bahn1262,-,-,t,-,3,-,h
bahn1262,-,-,t,-,3,-,h
seda1262,-,-,t,-,o,-,-
roma1331,k,3,t,-,o,-,h
cuaa1241,-,-,t,-,u,a,h
alak1253,n,-,t,-,a,-,k
tali1257,n,-,t,u,3,-,N
lave1248,h,-,t,-,a,-,k
nyah1249,t,-,t,-,a,-,k
sapu1248,n,-,t,-,a,-,k
jeng1241,n,-,t,-,a,-,k
lave1249,n,-,t,-,a,-,k
chra1242,-,-,t,-,u,-,h
bulo1242,-,-,t,-,o,-,h
cent1992,-,-,t,-,u,-,h
cent1992,-,-,t,-,o,-,h
koho1244,-,-,k,h,o,a,h
tamp1251,-,-,t,-,o,-,h
