language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
jehh1245,k,3,7,n,o,y,t,-,i,-,-,-,-,-
hala1252,h,3,-,-,-,-,d,r,E,N,-,-,-,-
reng1252,h,3,-,-,-,-,d,-,i,N,-,-,-,-
bahn1262,-,a,-,-,-,-,-,-,-,N,-,l,o,-
bahn1262,-,a,-,-,-,-,-,-,-,N,-,l,o,-
bahn1262,-,a,-,-,-,-,-,-,-,N,-,l,o,-
seda1262,h,3,-,-,-,-,7,r,a,N,-,-,-,-
cuaa1241,-,-,-,-,-,-,-,-,-,-,-,l,o,k
alak1253,r,-,-,-,-,-,-,-,a,s,-,-,-,-
tali1257,7,3,-,-,-,-,T,-,a,s,-,-,-,-
lave1249,t,3,r,-,-,-,p,u,a,T,-,-,-,-
sapu1248,t,a,-,-,-,-,p,u,a,T,-,-,-,-
lave1248,h,-,-,-,-,-,p,u,a,T,-,-,-,-
nyah1249,p,-,-,-,-,-,p,u,a,T,-,-,-,-
bulo1242,-,-,-,-,-,-,-,-,-,l,-,-,a,w
koho1244,-,-,-,-,-,-,-,-,-,n,-,-,a,w
east2333,k,-,-,-,-,-,-,u,o,n,-,t,i,-
tamp1251,r,-,-,-,-,-,-,-,a,N,7,y,a,-
