language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
jehh1245,-,-,k,-,-,-,3,T,i,a,t
hala1252,t,3,k,-,-,h,o,-,-,-,l
reng1252,-,-,h,-,-,l,a,-,-,-,t
seda1262,-,-,h,-,-,l,a,-,-,-,-
roma1331,-,-,T,-,-,-,E,-,-,-,w
cuaa1241,-,-,s,-,-,-,e,-,-,-,t
alak1253,-,-,s,-,-,-,i,-,-,-,t
tali1257,-,-,T,-,-,-,i,-,-,-,t
lave1249,-,-,k,-,-,-,e,-,-,-,t
sapu1248,-,-,k,-,-,-,e,-,-,-,t
lave1248,-,-,k,-,-,-,e,-,-,-,t
nyah1249,-,-,k,-,-,-,e,-,-,-,t
chra1242,-,-,T,-,-,-,3,-,-,-,t
bulo1242,-,-,T,-,-,h,e,-,-,-,t
cent1992,-,-,k,-,-,h,3,-,-,-,t
cent1992,-,-,k,-,-,h,3,-,-,-,t
cent1992,-,-,k,-,-,h,i,-,-,-,t
koho1244,-,-,T,-,-,h,3,-,-,-,t
east2333,-,-,k,-,-,h,3,-,-,-,t
tamp1251,-,-,k,h,T,h,e,-,-,-,t
