language,x1,x2,x3
jehh1245,T,o,w
hala1252,T,o,u
reng1252,T,o,-
bahn1262,k,o,7
bahn1262,k,o,7
bahn1262,k,o,7
seda1262,T,o,-
roma1331,T,o,-
cuaa1241,s,o,-
alak1253,T,o,-
tali1257,T,o,-
lave1249,T,o,-
sapu1248,T,o,-
lave1248,T,o,-
nyah1249,T,o,-
chra1242,s,o,-
bulo1242,s,o,-
cent1992,s,o,-
cent1992,s,a,w
cent1992,s,o,-
koho1244,s,o,-
east2333,s,a,w
tamp1251,S,o,-
