language,x1,x2,x3,x4,x5,x6,x7
jehh1245,-,-,p,-,o,-,l
hala1252,-,-,p,-,o,a,r
reng1252,-,-,p,-,o,-,r
bahn1262,-,-,m,-,3,-,h
bahn1262,-,-,p,-,o,-,r
bahn1262,-,-,p,-,o,-,r
bahn1262,-,-,p,-,o,-,r
seda1262,-,-,b,-,a,-,w
roma1331,-,-,p,-,a,-,-
cuaa1241,-,-,p,-,o,-,N
alak1253,-,-,p,-,a,-,y
tali1257,-,n,s,-,a,-,y
lave1249,-,-,p,u,a,-,r
sapu1248,-,-,p,u,a,-,l
lave1248,7,o,p,-,-,-,-
nyah1249,-,-,p,u,a,-,n
chra1242,-,-,p,i,e,-,N
bulo1242,-,-,p,i,a,-,N
cent1992,-,-,p,i,3,-,N
cent1992,-,-,p,e,3,-,N
cent1992,-,-,p,i,a,-,N
koho1244,-,-,p,i,a,-,N
east2333,-,-,p,i,e,-,N
tamp1251,-,-,p,-,o,-,r
