language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
jehh1245,-,-,d,-,-,r,i,-,d,r,-,i,-,-,-,-
hala1252,-,-,d,-,-,-,3,-,d,r,a,y,-,-,-,-
hala1252,-,-,m,-,-,-,3,n,d,r,a,y,-,-,-,-
reng1252,-,-,k,-,-,-,3,-,d,r,-,i,-,-,-,-
bahn1262,-,-,-,-,-,-,-,-,d,r,a,7,-,k,a,n
bahn1262,-,-,-,-,-,-,-,-,d,r,a,7,-,k,a,n
bahn1262,-,-,-,-,-,-,-,-,d,r,a,7,-,k,a,n
bahn1262,-,-,-,-,-,-,-,-,-,-,-,7,a,k,a,n
seda1262,-,-,k,-,-,-,3,-,d,r,a,y,-,-,-,-
roma1331,-,-,k,-,-,-,3,-,-,x,a,y,-,-,-,-
cuaa1241,-,-,k,-,-,-,a,-,d,r,-,i,-,-,-,-
alak1253,-,-,7,-,-,-,a,-,-,r,o,h,-,-,-,-
tali1257,-,-,7,a,n,7,3,-,-,r,o,y,-,-,-,-
lave1249,-,-,k,-,-,-,3,-,t,r,-,i,-,-,-,-
sapu1248,-,-,-,-,-,-,-,-,t,r,-,i,-,-,-,-
lave1248,-,-,-,-,-,-,-,-,t,r,-,i,-,-,e,-
nyah1249,-,-,7,-,-,m,E,-,t,r,-,i,-,-,e,-
chra1242,-,-,7,-,-,-,u,-,-,r,-,-,-,-,-,-
bulo1242,d,3,7,-,-,-,u,-,-,r,-,-,-,-,-,-
cent1992,l,3,7,-,-,-,u,-,-,l,-,-,-,-,-,-
cent1992,x,3,7,-,-,-,u,-,-,l,-,-,-,-,-,-
cent1992,p,u,7,-,-,-,u,-,-,r,-,-,-,-,-,-
koho1244,-,-,7,-,-,-,u,-,-,r,-,-,-,-,-,-
east2333,d,-,r,-,-,-,u,-,-,h,-,-,-,-,-,-
tamp1251,N,-,k,-,-,-,a,-,-,n,-,-,-,-,-,-
