language,x1,x2,x3,x4,x5,x6,x7
jehh1245,k,u,-,T,-,a,t
hala1252,-,-,-,T,-,3,t
reng1252,m,o,y,T,-,a,t
bahn1262,-,-,-,T,-,i,t
bahn1262,-,-,-,T,-,i,t
bahn1262,-,-,-,T,-,i,t
seda1262,-,-,-,T,-,a,t
roma1331,-,-,-,T,u,o,t
cuaa1241,-,-,-,k,-,3,l
alak1253,-,-,-,T,-,i,t
tali1257,k,3,-,T,-,i,t
lave1249,-,-,-,T,-,i,t
sapu1248,-,-,-,T,-,i,t
lave1248,-,-,-,T,-,e,t
nyah1249,-,-,-,T,-,i,t
chra1242,-,-,-,m,-,3,t
bulo1242,-,-,-,T,m,3,t
cent1992,-,-,-,T,-,3,t
cent1992,-,-,-,T,-,E,t
cent1992,-,-,-,T,-,3,t
koho1244,-,-,-,T,-,3,t
east2333,-,-,-,m,-,a,t
tamp1251,7,5,-,T,-,3,t
