language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
port1283,-,-,-,-,l,-,-,i,N,g,u,a,-,-,-,-,-
stan1288,-,-,-,-,l,-,-,e,N,g,w,a,-,-,-,-,-
stan1289,-,-,-,-,L,-,-,E,N,g,w,3,-,-,-,-,-
ital1282,-,-,-,-,l,-,-,i,N,g,w,a,-,-,-,-,-
neap1235,-,-,-,-,l,-,-,e,N,g,w,3,-,-,-,-,-
friu1240,-,-,-,-,l,-,-,E,N,g,-,E,-,-,-,-,-
roma1327,-,-,-,-,l,-,-,i,m,b,-,3,-,-,-,-,-
stan1290,-,-,-,-,l,-,-,o,-,g,-,-,-,-,-,-,-
wall1255,-,-,-,-,l,-,e,u,-,-,-,-,-,-,-,-,-
dutc1256,-,-,-,-,t,-,-,o,N,-,-,-,-,-,-,-,-
west2354,-,-,-,-,t,-,-,o,N,-,-,3,-,-,-,-,-
stan1295,-,-,-,-,t,s,h,u,N,-,-,3,-,-,-,-,-
luxe1241,-,-,-,-,t,s,-,o,N,-,-,-,-,-,-,-,-
swis1247,-,-,-,-,t,s,-,u,N,-,-,3,-,-,-,-,-
icel1247,-,-,-,-,t,h,-,u,N,g,-,a,-,-,-,-,-
swed1254,-,-,-,-,t,-,-,u,N,g,-,a,-,-,-,-,-
swed1254,-,-,-,-,t,-,-,3,N,-,-,a,-,-,-,-,-
faro1244,-,-,-,-,t,h,-,u,N,g,-,a,-,-,-,-,-
dani1285,-,-,-,-,t,-,-,o,N,-,-,3,-,-,-,-,-
lith1251,-,-,-,-,l,y,i,E,-,Z,-,u,-,v,y,i,s
latv1249,m,E,-,-,l,-,-,E,-,-,-,-,-,-,-,-,-
czec1258,-,-,-,-,y,-,-,a,-,z,-,3,-,k,-,-,-
czec1258,-,-,-,-,y,-,-,o,-,z,-,i,-,k,-,-,-
slov1269,-,-,-,-,y,-,-,o,-,z,-,i,-,k,-,-,-
poli1260,-,-,-,-,y,-,-,a,-,z,-,3,-,k,-,-,-
poli1260,-,-,-,-,y,-,-,E,w,z,-,3,-,k,-,-,-
slov1268,-,-,-,-,y,-,-,E,-,z,-,i,-,k,-,-,-
ukra1253,-,-,-,-,y,-,-,a,-,z,-,i,-,k,-,-,-
rusy1239,-,-,-,-,y,-,-,o,-,z,-,u,-,k,-,-,-
bela1254,-,-,-,-,y,-,-,o,-,z,-,3,-,k,-,-,-
russ1263,-,-,-,-,y,-,-,i,-,z,-,3,-,k,-,-,-
lowe1385,-,-,-,-,y,-,-,i,-,z,-,3,-,k,-,-,-
uppe1395,-,-,-,-,y,-,-,o,-,z,-,3,-,k,-,-,-
kash1274,-,-,-,-,y,-,-,o,-,z,-,E,-,k,-,-,-
bulg1262,-,3,-,-,z,-,-,-,-,y,-,i,-,k,-,-,-
mace1250,-,i,n,d,z,-,-,-,-,y,-,i,-,k,-,-,-
mace1250,-,i,n,d,z,-,-,-,-,y,-,i,-,k,-,-,-
mace1250,-,-,-,-,y,-,-,o,-,z,-,i,-,k,-,-,-
gawa1247,-,-,-,-,-,-,-,-,-,z,-,i,-,p,-,-,-
kala1373,-,-,-,-,d,-,-,-,-,Z,-,i,-,b,-,-,-
khow1242,-,-,-,-,l,y,-,i,-,g,-,i,-,4,y,i,-
nort2665,-,-,-,-,d,-,-,-,-,Z,-,i,-,b,-,3,-
hind1269,-,-,-,-,d,-,-,-,-,Z,-,i,-,b,-,-,-
urdu1245,-,-,-,-,-,-,-,-,-,z,-,3,-,b,-,o,n
bhoj1244,-,-,-,-,d,-,-,-,-,Z,-,i,-,b,-,-,-
maga1260,-,-,-,-,-,-,-,-,-,T,-,i,-,b,-,-,-
mait1250,-,-,-,-,-,-,-,-,-,y,-,i,-,u,-,-,-
mara1378,-,-,-,-,d,-,-,-,-,Z,-,i,-,b,-,-,-
beng1280,-,-,-,-,d,-,-,-,-,Z,-,i,o,h,-,a,-
assa1263,-,-,-,-,d,-,-,-,-,Z,-,i,-,b,-,o,-
kash1277,-,-,-,-,-,-,-,-,-,z,-,E,-,v,-,-,-
kamv1242,-,-,-,-,-,-,-,-,-,d,-,i,t,s,-,-,-
ashk1246,-,-,-,-,-,-,-,-,-,Z,-,3,-,-,-,-,-
west2369,-,-,-,-,-,-,-,-,-,z,-,E,-,b,-,o,n
bakh1245,-,-,-,-,-,-,-,-,-,z,-,e,-,v,-,u,n
kumz1235,-,-,-,-,-,-,-,-,-,z,-,-,-,w,-,a,n
mode1248,-,-,x,-,l,-,-,o,-,s,-,a,-,-,-,-,-
cypr1249,-,-,x,-,l,-,-,o,-,s,-,a,-,-,-,-,-
pont1253,-,-,x,-,l,-,-,o,-,s,-,3,-,-,-,-,-
capp1239,-,-,x,-,l,-,-,o,-,s,-,a,-,-,-,-,-
apul1236,-,-,x,-,l,-,-,o,-,s,-,a,-,-,-,-,-
homs1234,-,-,-,-,l,-,-,E,-,z,-,u,-,-,-,-,-
nucl1235,-,-,-,-,l,-,-,E,-,z,-,u,-,-,-,-,-
iris1253,-,-,-,-,y,-,-,E,N,g,-,3,-,-,-,-,-
