language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
port1283,-,-,-,Z,-,-,-,-,-,-,e,-,l,-,-,-,-,u,-,-
stan1288,-,-,-,y,-,-,-,-,-,-,e,-,l,-,-,-,-,o,-,-
stan1289,-,-,-,Z,-,-,-,-,-,-,E,-,l,-,-,-,-,-,-,-
ital1282,g,-,-,y,-,-,-,-,-,-,a,-,t,-,-,-,S,o,-,-
neap1235,-,-,-,y,-,-,-,-,-,-,a,-,t,-,-,-,S,3,-,-
friu1240,g,-,-,l,-,-,-,-,-,-,a,-,t,-,-,-,S,e,-,-
roma1327,-,-,-,g,-,-,-,-,-,-,e,a,t,-,-,-,s,3,-,-
stan1290,g,-,-,l,-,-,-,-,-,-,a,-,-,-,-,-,s,-,-,-
wall1255,g,-,-,l,-,-,-,-,-,-,E,-,-,-,-,-,s,-,-,-
dutc1256,-,-,-,-,E,-,-,-,-,-,i,-,-,-,-,-,s,-,-,-
west2354,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,s,-,-,-
stan1295,-,-,-,7,a,-,-,-,-,-,i,-,-,-,-,-,s,-,-,-
luxe1241,-,-,-,-,E,-,-,-,-,-,i,-,-,-,-,-,s,-,-,-
swis1247,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,s,-,-,-
icel1247,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,s,-,-,-
swed1254,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,s,-,-,-
swed1254,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,s,-,-,-
faro1244,-,-,-,-,u,-,-,-,-,-,i,-,-,-,-,-,s,u,r,-
dani1285,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,s,-,-,-
lith1251,-,-,-,l,y,-,-,-,-,-,E,-,-,-,-,-,d,a,s,-
latv1249,-,-,-,l,-,-,-,-,-,-,E,-,-,-,-,-,d,u,s,-
czec1258,-,-,-,l,-,-,-,-,-,-,E,-,-,-,-,-,d,-,-,-
czec1258,-,-,-,l,-,-,-,-,-,-,E,-,-,-,-,-,t,-,-,-
slov1269,-,-,-,l,y,-,-,-,-,-,o,-,-,-,-,-,t,-,-,-
poli1260,-,-,-,l,y,-,-,-,-,-,o,-,-,-,-,-,d,-,-,-
poli1260,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,t,-,-,-
slov1268,-,-,-,l,-,-,-,-,-,-,e,-,-,-,-,-,t,-,-,-
ukra1253,-,-,-,l,y,-,-,-,-,-,i,-,-,-,-,-,d,-,-,-
rusy1239,-,-,-,l,y,-,-,-,-,-,i,-,-,-,-,-,d,-,-,-
bela1254,-,-,-,l,y,-,-,-,-,-,o,-,-,-,-,-,t,-,-,-
russ1263,-,-,-,l,y,-,-,-,-,-,o,-,-,-,-,-,t,-,-,-
lowe1385,-,-,-,l,y,-,-,-,-,-,o,-,-,-,-,-,t,-,-,-
uppe1395,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,t,-,-,-
kash1274,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,t,-,-,-
bulg1262,-,-,-,l,-,-,-,-,-,-,E,-,-,-,-,-,t,-,-,-
mace1250,-,-,-,l,y,-,-,-,-,-,e,-,-,-,-,-,t,-,-,-
mace1250,-,-,-,l,y,-,-,-,-,-,e,-,-,-,-,-,t,-,-,-
mace1250,m,-,-,r,-,-,-,-,-,-,o,-,-,-,-,-,s,-,-,-
gawa1247,-,-,-,v,-,-,-,-,-,-,-,-,-,3,-,-,L,e,N,g
kala1373,-,-,-,7,-,-,-,-,-,-,-,-,-,o,-,-,S,-,-,-
