language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
port1283,-,l,-,-,u,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
stan1288,-,l,-,-,u,-,-,-,n,-,-,-,-,a,-,-,-,-,-,-
stan1289,-,L,-,-,u,-,-,-,n,-,-,-,-,3,-,-,-,-,-,-
ital1282,-,l,-,-,u,-,-,-,n,-,-,-,-,a,-,-,-,-,-,-
neap1235,-,l,-,-,u,-,-,-,n,-,-,-,-,3,-,-,-,-,-,-
friu1240,-,l,-,-,u,-,-,-,n,-,-,-,-,E,-,-,-,-,-,-
roma1327,-,l,-,-,u,-,-,-,n,-,-,-,-,3,-,-,-,-,-,-
stan1290,-,l,-,-,i,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-
wall1255,-,l,-,-,e,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-
dutc1256,-,m,-,-,a,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-
west2354,-,m,-,w,a,-,-,-,n,-,-,-,-,3,-,-,-,-,-,-
stan1295,-,m,-,-,o,-,-,-,n,-,-,-,-,d,-,-,-,-,-,-
luxe1241,-,m,-,3,u,-,-,-,n,-,-,-,-,t,-,-,-,-,-,-
swis1247,-,m,-,-,o,-,-,-,n,-,-,-,-,t,-,-,-,-,-,-
icel1247,t,h,-,-,u,-,-,-,N,-,-,k,-,l,-,-,-,-,-,-
swed1254,-,m,-,-,o,-,-,-,n,-,-,-,-,e,-,-,-,-,-,-
swed1254,-,m,-,-,o,-,-,-,n,-,-,-,-,3,-,-,-,-,-,-
faro1244,-,m,-,-,o,-,-,a,n,-,-,-,-,i,-,-,-,-,-,-
dani1285,-,m,-,-,o,-,-,-,n,-,-,-,-,3,-,-,-,-,-,-
lith1251,-,m,-,y,e,-,-,-,n,u,l,y,-,i,-,-,s,-,-,-
latv1249,-,m,-,-,E,-,-,-,n,-,-,-,-,E,-,-,s,-,-,-
czec1258,-,m,-,y,e,-,-,-,s,-,-,y,-,e,-,t,s,-,-,-
czec1258,-,m,-,5,E,-,-,-,s,-,-,-,-,i,-,t,s,-,-,-
slov1269,-,m,-,-,E,-,-,-,s,-,-,i,-,o,-,t,s,-,-,-
poli1260,-,m,-,y,E,-,-,-,S,-,-,-,-,o,-,t,s,-,-,-
poli1260,-,k,-,S,a,-,-,-,Z,-,-,-,-,3,-,t,s,-,-,-
poli1260,-,k,-,S,E,-,-,w,Z,-,-,-,-,3,-,t,s,-,-,-
slov1268,-,-,-,-,-,-,-,-,l,-,-,u,n,o,-,-,-,-,-,-
ukra1253,-,m,-,y,i,-,-,-,s,-,-,y,-,a,-,t,s,y,-,-
rusy1239,-,m,-,y,i,-,-,-,s,-,-,y,-,o,-,t,s,y,-,-
bela1254,-,m,-,y,E,-,-,-,s,-,-,y,-,o,-,t,s,-,-,-
russ1263,-,-,-,l,u,-,-,-,-,-,-,n,-,o,-,-,-,-,-,-
lowe1385,-,m,y,y,o,-,-,-,s,-,-,-,-,E,-,t,s,-,-,-
uppe1395,-,m,-,-,i,-,-,-,s,-,-,-,-,o,-,t,S,k,-,-
kash1274,-,m,-,y,E,-,-,-,s,-,-,-,-,u,-,t,s,-,-,-
bulg1262,-,-,-,-,-,-,-,-,-,-,-,l,-,u,-,-,-,-,n,o
mace1250,-,m,-,y,i,-,-,-,s,-,-,y,-,i,n,t,S,i,n,a
mace1250,-,m,-,y,i,-,-,-,s,-,-,y,-,i,n,t,S,i,n,a
mace1250,-,m,-,-,E,-,-,-,s,-,-,-,-,e,-,t,S,i,n,o
gawa1247,-,m,-,-,a,-,-,-,s,-,-,-,-,3,-,-,i,-,-,-
kala1373,-,y,-,-,E,-,-,-,s,-,-,-,-,u,-,-,4,-,-,-
khow1242,-,m,-,-,o,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-
nort2665,-,m,-,-,a,y,t,a,l,-,-,-,-,u,-,-,-,-,-,-
hind1269,-,t,-,-,-,-,-,-,S,-,-,-,-,o,-,-,d,-,-,-
urdu1245,-,t,-,-,-,-,-,-,S,-,-,-,-,o,-,n,d,-,-,-
bhoj1244,-,t,-,-,-,-,-,-,S,-,-,-,-,o,-,-,d,-,-,-
maga1260,-,-,-,-,-,-,-,-,T,-,-,-,-,o,-,-,d,-,-,-
mait1250,-,t,-,-,-,-,-,-,S,-,-,-,-,3,-,-,d,r,m,o
mara1378,-,t,-,-,-,-,-,-,S,-,-,-,-,3,-,n,d,r,-,3
beng1280,-,t,-,-,-,-,-,-,S,-,-,-,-,a,-,-,d,-,-,-
assa1263,-,-,-,-,-,-,-,-,s,-,-,-,-,o,-,n,d,r,-,o
