language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31
kash1277,-,-,-,-,-,-,-,-,-,t,s,-,-,-,-,-,u,-,-,-,v,-,-,-,o,-,-,n,-,-,-
kamv1242,-,-,-,k,a,-,-,-,-,l,-,3,-,-,k,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ashk1246,-,-,-,p,-,-,-,-,-,r,-,3,-,-,k,-,3,-,-,-,r,-,-,-,e,-,-,y,-,-,-
west2369,d,-,-,Z,E,-,-,-,-,N,-,-,-,-,g,-,i,-,-,-,d,-,-,-,E,-,-,n,-,-,-
bakh1245,d,-,-,Z,a,-,-,-,-,5,-,-,-,-,T,-,e,-,-,r,d,-,-,-,a,-,-,k,-,-,-
kumz1235,-,-,-,w,a,-,-,-,-,l,-,-,-,-,-,-,m,-,-,-,t,-,k,-,a,-,-,-,-,-,-
mode1248,-,-,-,p,a,-,-,-,-,l,-,-,-,-,-,-,e,-,-,-,v,-,-,-,o,-,-,-,-,-,-
cypr1249,-,-,-,p,a,-,-,-,-,L,-,-,-,-,-,-,o,-,-,-,n,-,-,-,o,-,-,-,-,-,-
pont1253,s,i,m,b,E,-,-,-,-,s,-,-,-,-,k,-,o,-,-,-,m,-,-,-,3,-,-,-,-,-,-
capp1239,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,e,-,-,-,Z,i,S,d,o,-,-,-,-,-,-
apul1236,-,a,m,b,-,-,-,-,-,l,-,-,-,-,-,-,e,-,-,-,k,-,-,-,o,-,-,-,-,-,-
homs1234,-,-,-,g,3,-,-,-,-,r,-,-,-,-,v,-,i,-,-,-,l,-,-,-,-,-,-,-,-,-,-
nucl1235,-,-,-,k,3,-,-,-,-,r,-,-,-,-,v,-,E,-,-,-,l,-,-,-,-,-,-,-,-,-,-
iris1253,-,-,-,t,-,-,-,-,-,r,-,-,-,-,-,-,i,-,-,-,d,-,-,-,y,-,-,-,-,-,-
