language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31
port1283,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,t,a,r,-,-,-,-,-,-,-,-
stan1288,-,-,-,p,e,-,-,-,-,l,-,-,-,-,-,-,e,-,-,-,-,a,r,s,e,-,-,-,-,-,-
stan1289,-,-,-,b,3,-,-,-,-,r,-,-,-,-,-,-,3,-,-,-,L,a,-,s,3,-,-,-,-,-,-
ital1282,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,o,m,b,a,t,e,r,-,e,-,-,-,-,-,-
neap1235,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,t,-,t,-,a,-,-,-,-,-,-
friu1240,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,o,-,-,-,t,-,-,-,a,-,-,-,-,-,-
roma1327,-,-,-,-,a,-,-,-,-,s,-,-,-,-,-,-,e,-,b,a,t,-,-,-,e,-,-,-,-,-,-
stan1290,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,3,-,b,a,t,-,X,-,-,-,-,-,-,-,-
wall1255,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,i,-,b,a,t,-,-,-,-,-,-,-,-,-,-
dutc1256,-,-,-,v,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,X,t,-,-,-,3,-,-,n,-,-,-
west2354,-,-,-,f,-,-,-,-,-,y,-,-,-,-,-,-,o,-,-,x,S,-,-,-,3,-,-,-,-,-,-
stan1295,-,-,-,k,-,-,-,-,-,h,-,-,-,-,-,-,E,m,-,p,f,-,-,-,-,-,-,n,-,-,-
luxe1241,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,E,m,-,p,f,-,-,-,3,-,-,n,-,-,-
swis1247,-,-,-,k,-,-,-,-,-,x,-,-,-,-,-,-,E,m,-,p,f,-,-,-,3,-,-,-,-,-,-
icel1247,b,-,-,E,-,-,-,-,-,r,-,y,-,-,-,-,a,-,-,-,s,-,-,-,-,-,-,t,-,-,-
icel1247,-,-,-,s,t,-,-,-,-,l,-,-,-,-,-,-,a,-,-,u,s,-,-,-,-,-,-,t,-,-,-
swed1254,-,-,-,s,-,-,-,-,-,l,-,-,-,-,-,-,o,-,-,-,s,-,-,-,-,-,-,-,-,-,-
swed1254,-,-,-,s,-,-,-,-,-,l,-,-,-,-,-,-,o,-,-,-,s,-,-,-,-,-,-,-,-,-,-
faro1244,-,-,-,s,-,-,-,-,-,l,-,-,-,-,-,-,o,-,-,a,s,-,-,-,-,-,-,t,-,-,-
dani1285,-,-,-,s,-,-,-,-,-,l,-,-,-,-,-,-,o,-,-,-,s,-,-,-,-,-,-,-,-,-,-
lith1251,-,-,-,k,o,-,-,-,-,v,-,-,-,-,-,-,o,-,-,-,t,-,y,-,i,-,-,-,-,-,-
latv1249,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,s,-,i,n,i,t,i,E,s
czec1258,-,-,-,b,o,-,-,-,-,y,-,E,-,-,b,-,o,-,-,-,T,-,-,-,i,-,-,-,-,-,-
czec1258,-,-,-,b,o,-,-,-,-,y,-,o,-,-,v,-,o,-,-,-,t,-,-,-,-,-,-,-,-,-,-
slov1269,-,-,-,b,o,-,-,-,-,y,-,o,-,-,v,-,o,-,-,-,T,-,-,-,-,-,-,-,-,-,-
poli1260,-,-,-,v,a,-,-,-,-,l,-,y,-,-,t,S,3,-,-,-,t,-,-,-,S,-,-,-,-,-,-
poli1260,-,-,-,v,o,-,-,-,-,l,-,-,-,-,t,S,3,-,-,-,t,-,-,-,S,-,-,-,-,-,-
slov1268,-,-,-,b,o,-,-,-,-,r,-,i,-,-,t,-,i,-,-,-,s,-,-,-,E,-,-,-,-,-,-
ukra1253,-,-,-,b,o,-,-,-,-,r,-,-,-,-,-,-,o,-,-,-,t,i,s,y,a,-,-,-,-,-,-
rusy1239,-,-,-,b,o,-,-,-,-,r,-,u,-,-,-,-,o,-,-,-,t,3,s,y,o,-,-,-,-,-,-
bela1254,z,-,-,m,o,-,-,-,-,x,-,-,-,-,-,-,o,-,-,-,t,-,s,-,o,-,-,-,-,-,-
russ1263,-,-,-,b,a,-,-,-,-,r,-,-,-,-,-,-,o,-,-,-,t,-,s,-,a,-,-,-,-,-,-
lowe1385,-,-,-,w,E,-,-,-,-,y,-,o,-,-,w,-,o,-,-,-,-,-,S,-,-,-,-,-,-,-,-
uppe1395,-,-,-,w,o,-,-,-,-,y,-,o,-,-,-,-,o,-,-,-,t,-,S,-,-,-,-,-,-,-,-
kash1274,-,-,-,v,o,-,-,-,-,l,-,-,-,-,t,S,E,-,-,-,t,-,s,-,-,-,-,-,-,-,-
bulg1262,-,-,-,b,o,-,-,-,-,r,-,y,-,-,-,-,3,-,-,-,-,-,s,-,E,-,-,-,-,-,-
mace1250,s,a,-,b,o,-,-,-,-,r,-,y,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
mace1250,s,a,-,b,o,-,-,-,-,r,-,y,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,m,-,-,-
mace1250,-,-,-,b,o,-,-,-,-,r,-,i,-,-,-,-,-,-,-,-,-,-,s,-,E,-,-,-,-,-,-
gawa1247,-,-,-,Z,3,-,-,-,-,-,-,-,-,-,x,-,3,-,-,-,y,-,-,-,i,-,-,k,-,-,-
kala1373,d,-,-,Z,o,-,-,-,-,r,-,-,-,-,k,-,3,-,-,-,r,-,-,-,u,-,-,g,-,-,-
khow1242,d,-,-,Z,3,5,d,Z,o,l,-,-,-,-,k,-,o,-,-,-,r,-,-,-,i,-,-,k,-,-,-
nort2665,-,-,-,h,a,5,t,S,o,l,-,i,-,-,k,-,a,-,-,-,t,-,-,-,u,-,-,-,-,-,-
hind1269,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,3,-,-,-,r,-,-,n,o,-,-,-,-,-,-
urdu1245,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,3,-,-,-,r,-,-,n,o,-,-,-,-,-,-
bhoj1244,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,3,-,-,-,r,-,-,n,o,-,-,-,-,-,-
maga1260,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,3,-,-,-,r,-,-,n,o,-,-,-,-,-,-
mait1250,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,3,-,-,-,r,-,3,n,o,-,-,-,-,-,-
mara1378,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,3,-,-,-,d,-,h,n,e,-,-,-,-,-,-
beng1280,-,-,-,m,a,-,-,-,-,r,p,i,t,-,k,-,o,-,-,-,r,-,-,-,a,-,-,-,-,-,-
assa1263,-,-,-,k,o,-,-,-,-,d,Z,i,y,a,k,-,o,-,-,-,r,-,-,-,o,-,-,-,-,-,-
