language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
port1283,-,-,f,-,l,o,-,-,-,r,-,-,-,-,-
stan1288,-,-,f,-,l,o,-,-,-,r,-,-,-,-,-
stan1289,-,-,f,-,l,o,-,-,-,-,-,-,-,-,-
ital1282,-,-,f,-,y,o,-,-,-,r,-,-,-,e,-
neap1235,-,-,S,-,-,o,-,-,-,r,-,-,-,3,-
friu1240,-,-,f,-,l,o,-,-,-,r,-,-,-,-,-
roma1327,-,-,f,-,l,o,-,a,-,r,-,-,-,e,-
stan1290,-,-,f,-,l,E,-,-,-,X,-,-,-,-,-
wall1255,-,-,f,-,l,e,-,-,-,X,-,-,-,-,-
dutc1256,-,-,b,-,l,u,-,-,-,m,-,-,-,-,-
west2354,-,-,b,-,l,o,-,-,-,m,-,-,-,-,-
stan1295,-,-,b,-,l,u,-,-,-,m,-,-,-,3,-
luxe1241,-,-,b,-,l,u,-,-,-,m,-,-,-,-,-
swis1247,-,-,b,-,l,u,-,3,-,m,-,-,-,3,-
icel1247,-,-,b,-,l,o,-,u,-,m,-,-,-,-,-
swed1254,-,-,b,-,l,o,-,-,-,m,-,s,t,e,r
swed1254,-,-,b,-,l,u,-,-,-,m,-,-,-,a,-
faro1244,-,-,b,-,l,o,-,u,-,m,-,-,-,a,-
dani1285,-,-,b,-,l,o,-,-,-,m,-,s,-,d,-
lith1251,g,-,y,-,-,e,-,-,-,l,-,y,-,e,-
latv1249,-,-,z,-,-,i,E,a,t,s,-,-,-,-,-
latv1249,-,-,p,-,-,u,-,-,-,T,-,-,-,E,-
czec1258,k,-,b,-,y,e,-,-,-,t,-,-,-,-,-
czec1258,k,-,v,-,y,E,-,-,-,t,-,-,-,-,-
slov1269,k,-,v,-,-,E,-,-,-,t,-,-,-,-,-
poli1260,k,-,v,-,y,a,-,-,-,t,-,-,-,-,-
poli1260,k,-,f,y,y,o,-,-,-,t,-,-,-,-,-
slov1268,t,s,v,-,-,e,-,-,-,t,-,-,-,-,-
ukra1253,k,-,v,-,y,i,-,-,-,t,-,k,-,a,-
rusy1239,k,-,b,-,y,i,-,-,-,t,-,k,-,o,-
bela1254,k,-,v,-,y,E,-,-,-,t,-,k,-,o,-
russ1263,t,s,v,-,y,E,-,-,-,t,-,-,-,-,-
lowe1385,-,-,-,-,y,i,-,-,-,t,-,k,-,-,-
uppe1395,-,-,-,-,y,i,-,-,-,t,-,k,-,o,-
kash1274,k,-,f,-,y,o,-,-,-,t,-,-,-,-,-
bulg1262,t,s,v,-,-,E,-,-,-,t,-,-,-,3,-
mace1250,k,-,-,-,-,3,-,-,-,t,-,k,-,a,-
mace1250,k,-,y,-,-,i,-,-,-,t,-,k,-,a,-
mace1250,t,s,v,-,-,e,-,-,-,T,-,-,-,E,-
gawa1247,-,-,p,u,S,o,-,-,-,-,-,-,-,-,-
kala1373,-,-,p,-,h,u,-,-,-,n,-,-,-,-,-
khow1242,g,3,m,-,b,u,-,-,-,r,-,-,-,i,-
nort2665,-,-,-,-,g,u,-,-,-,l,-,-,-,-,-
hind1269,-,-,p,-,h,u,-,-,-,l,-,-,-,-,-
urdu1245,-,-,p,-,h,u,-,-,-,l,-,-,-,-,-
bhoj1244,-,-,p,-,h,u,-,-,-,l,-,-,-,-,-
maga1260,-,-,p,-,h,u,-,-,-,l,-,-,-,-,-
mait1250,-,-,p,-,h,u,-,-,-,l,-,-,-,-,-
mara1378,-,-,p,-,h,u,-,-,-,l,-,-,-,-,-
beng1280,-,-,p,-,h,u,-,-,-,l,-,-,-,-,-
assa1263,-,-,p,-,h,u,-,-,-,l,-,-,-,-,-
kash1277,-,-,p,-,-,o,-,-,-,S,-,-,-,-,-
kamv1242,-,-,p,i,S,-,-,-,-,-,-,-,-,-,-
ashk1246,-,-,p,3,s,3,-,-,-,p,-,-,-,-,-
west2369,-,-,-,-,g,o,-,-,-,l,-,-,-,-,-
bakh1245,-,-,-,-,g,o,-,-,-,l,-,-,-,-,-
kumz1235,-,-,-,-,w,a,-,-,-,r,-,-,-,d,-
mode1248,-,-,-,-,l,u,-,-,-,l,u,8,-,i,-
cypr1249,-,-,-,-,l,u,-,-,-,l,u,8,-,i,n
pont1253,-,-,-,-,l,u,-,-,-,l,u,8,-,i,-
pont1253,-,-,a,-,8,o,-,-,-,s,-,-,-,-,-
capp1239,-,-,-,-,l,u,-,-,-,l,u,8,-,-,-
apul1236,-,-,a,-,8,o,-,-,-,-,-,-,-,-,-
homs1234,-,-,d,-,z,o,-,-,-,X,-,-,-,i,g
nucl1235,-,-,t,-,s,o,-,-,-,X,-,-,-,i,k
iris1253,-,-,b,-,l,o,-,-,-,h,-,-,-,-,-
