language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
port1283,-,-,-,-,-,-,f,-,i,-,x,-,a,-,8,-,-,-,u,-,-,-
stan1288,-,-,-,-,-,-,-,-,i,-,x,-,a,-,8,-,-,-,o,-,-,-
stan1289,-,-,-,-,-,-,f,-,e,-,d,-,-,-,Z,-,-,-,3,-,-,-
ital1282,-,-,-,-,-,-,f,-,e,-,g,-,a,-,t,-,-,-,o,-,-,-
neap1235,-,-,-,-,-,-,f,-,e,-,k,-,3,-,t,-,-,-,3,-,-,-
friu1240,-,-,-,-,-,-,f,-,i,-,y,-,a,-,t,-,-,-,-,-,-,-
roma1327,-,-,-,-,-,-,f,-,i,-,k,-,a,-,t,-,-,-,-,-,-,-
stan1290,-,-,-,-,-,-,f,-,-,-,w,-,a,-,-,-,-,-,-,-,-,-
wall1255,-,-,-,-,-,-,f,-,-,-,-,-,e,-,t,-,-,-,-,-,-,-
dutc1256,-,-,-,-,-,-,l,-,e,-,v,-,3,-,r,-,-,-,-,-,-,-
west2354,-,-,-,-,-,-,l,-,e,-,v,-,3,-,r,-,-,-,-,-,-,-
stan1295,-,-,-,-,-,-,l,-,e,-,b,-,a,-,-,-,-,-,-,-,-,-
luxe1241,-,-,-,-,-,-,l,-,i,3,v,-,a,-,-,-,-,-,-,-,-,-
swis1247,-,-,-,-,-,-,l,-,E,-,b,-,3,-,r,-,-,-,3,-,-,-
icel1247,-,-,-,-,-,-,l,-,i,-,v,-,i,-,r,-,-,-,-,-,-,-
swed1254,-,-,-,-,-,-,l,-,i,-,v,-,e,-,r,-,-,-,-,-,-,-
swed1254,-,-,-,-,-,-,l,-,e,-,v,-,3,-,r,-,-,-,-,-,-,-
faro1244,-,-,-,-,-,-,l,-,i,-,v,-,u,-,r,-,-,-,-,-,-,-
dani1285,-,-,-,-,-,-,l,-,e,-,w,-,o,-,-,-,-,-,-,-,-,-
lith1251,-,k,y,-,E,-,-,-,-,-,p,y,E,-,n,y,-,-,i,-,s,-
latv1249,o,k,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,o,-,s,-
czec1258,-,-,-,-,-,-,-,-,-,-,y,-,a,-,t,r,-,-,3,-,-,-
czec1258,-,-,-,-,-,-,-,-,-,-,y,-,o,-,t,r,-,-,o,-,-,-
slov1269,-,-,-,-,-,-,-,-,-,-,p,-,E,-,t,S,-,-,E,5,-,-
poli1260,-,-,-,-,-,-,-,-,-,-,v,-,o,-,t,r,o,b,a,-,-,-
poli1260,-,-,-,-,-,-,-,-,-,-,v,-,o,n,t,r,o,b,o,-,-,-
slov1268,-,-,-,-,-,-,-,-,-,-,y,-,e,-,t,r,-,-,o,-,-,-
ukra1253,-,-,-,-,-,-,-,-,-,-,p,-,E,-,t,S,-,-,i,n,k,a
rusy1239,-,t,S,u,o,-,r,n,o,-,p,-,e,-,t,S,-,-,i,N,k,o
rusy1239,-,t,S,u,o,-,r,n,o,y,p,-,o,-,t,r,-,-,u,-,x,-
rusy1239,-,t,S,u,o,-,r,n,o,y,p,-,o,-,t,r,-,-,u,-,x,-
rusy1239,-,t,S,u,o,-,r,n,o,-,p,-,e,-,t,S,-,-,i,N,k,o
bela1254,-,-,-,-,-,-,-,-,-,-,p,y,E,-,t,S,-,-,o,n,y,-
russ1263,-,-,-,-,-,-,-,-,-,-,p,y,e,-,t,S,-,-,i,n,y,-
lowe1385,-,-,-,-,-,-,-,-,-,-,y,-,i,-,t,S,-,-,o,-,-,-
