language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25
port1283,-,-,-,-,-,-,-,-,-,-,o,-,-,v,-,-,-,-,-,-,i,-,r,-,-
stan1288,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,i,-,r,-,-
stan1289,-,-,-,-,-,s,-,-,-,-,3,-,-,4,-,-,-,-,t,-,i,-,-,-,-
ital1282,-,-,-,-,-,s,-,-,-,-,e,-,-,n,-,-,-,-,t,-,i,-,r,e,-
neap1235,-,-,-,-,-,s,-,-,-,-,3,-,-,n,-,-,-,-,t,-,i,-,-,-,-
friu1240,-,-,-,-,-,s,-,-,-,-,i,-,-,n,-,-,-,-,t,-,i,-,-,-,-
roma1327,-,-,-,-,-,-,-,-,-,-,a,a,-,w,-,-,-,-,z,-,i,-,-,-,-
stan1290,-,-,-,-,-,-,-,-,-,-,o,-,-,t,-,-,o,d,X,-,3,-,-,-,-
wall1255,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,y,-,i,-,-,-,-
dutc1256,-,-,-,-,-,h,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,r,3,n
west2354,-,-,-,-,-,y,-,-,-,-,E,-,-,-,-,-,-,-,-,-,-,-,r,3,-
stan1295,-,-,-,-,-,h,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,a,n
luxe1241,-,-,-,-,-,h,-,-,-,-,3,-,-,-,-,-,-,-,-,-,i,o,r,3,n
swis1247,-,-,k,-,-,h,-,-,-,-,E,-,-,-,-,-,-,-,-,-,-,-,r,3,-
icel1247,-,-,-,-,-,h,-,-,-,-,e,-,-,-,-,-,-,-,-,-,i,-,r,a,-
swed1254,-,-,-,-,-,h,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,r,a,-
swed1254,-,-,-,-,-,h,-,-,-,-,E,-,-,-,-,-,-,-,-,-,-,-,r,a,-
faro1244,-,-,-,-,-,h,-,-,-,-,o,-,-,-,-,-,-,-,-,-,i,-,r,a,-
dani1285,-,-,-,-,-,h,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,o,-
lith1251,-,-,g,-,-,y,i,r,d,y,e,-,-,-,-,-,-,-,t,y,i,-,-,-,-
latv1249,-,-,d,-,-,z,i,r,d,-,E,-,-,-,-,-,-,-,t,-,-,-,-,-,-
czec1258,-,-,s,l,3,S,-,-,-,-,e,-,-,-,-,-,-,-,T,-,i,-,-,-,-
