language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28
port1283,-,-,-,-,-,-,k,-,-,-,-,a,-,-,s,-,-,a,-,r,-,-,-,-,-,-,-,-
stan1288,-,-,-,-,-,-,k,-,-,-,-,a,-,-,8,-,-,a,-,r,-,-,-,-,-,-,-,-
stan1289,-,-,-,-,-,-,k,-,-,-,-,3,-,-,s,-,-,a,-,-,-,-,-,-,-,-,-,-
ital1282,-,-,-,-,-,-,k,-,-,-,-,a,t,t,S,a,r,e,-,-,-,-,-,-,-,-,-,-
neap1235,-,i,-,a,k,-,k,-,-,-,-,a,-,t,S,-,-,3,-,-,-,-,-,-,-,-,-,-
friu1240,-,-,-,-,-,-,T,-,-,-,-,a,-,t,S,-,-,a,-,-,-,-,-,-,-,-,-,-
roma1327,-,-,-,-,-,-,-,-,-,-,-,a,-,-,v,3,n,a,-,-,-,-,-,-,-,-,-,-
stan1290,-,-,-,-,-,-,S,-,-,-,-,a,-,-,s,-,-,e,-,-,-,-,-,-,-,-,-,-
wall1255,-,-,-,-,t,-,S,-,-,-,-,E,-,-,s,-,-,i,-,-,-,-,-,-,-,-,-,-
dutc1256,-,-,-,-,-,-,y,-,-,-,-,a,-,-,x,-,-,3,-,n,-,-,-,-,-,-,-,-
west2354,-,-,-,-,-,-,y,-,-,-,-,E,-,i,y,-,-,3,-,-,-,-,-,-,-,-,-,-
stan1295,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,a,g,N,-,-,-,-,-,-,-,-
luxe1241,-,-,-,-,-,-,Z,-,-,-,-,o,-,-,-,-,-,3,-,n,-,-,-,-,-,-,-,-
swis1247,-,-,-,-,-,-,y,-,-,-,-,a,-,-,g,-,-,3,-,-,-,-,-,-,-,-,-,-
icel1247,-,-,-,-,-,-,v,-,-,-,-,e,-,i,8,-,-,a,-,-,-,-,-,-,-,-,-,-
swed1254,-,-,-,-,-,-,y,-,-,-,-,E,-,-,x,-,-,a,-,-,-,-,-,-,-,-,-,-
swed1254,-,-,-,-,-,-,y,-,-,-,-,o,-,-,g,-,-,a,-,-,-,-,-,-,-,-,-,-
faro1244,-,-,-,-,-,-,y,-,E,-,-,a,-,-,g,-,-,a,-,-,-,-,-,-,-,-,-,-
dani1285,-,-,-,-,-,-,y,-,-,-,-,E,-,-,y,-,-,3,-,-,-,-,-,-,-,-,-,-
lith1251,m,y,-,E,-,-,d,Z,y,-,-,o,-,-,-,-,-,-,-,t,-,-,-,-,y,-,i,-
latv1249,-,m,-,E,-,-,d,-,i,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-
czec1258,-,-,-,-,-,-,l,-,-,-,-,o,-,-,b,-,y,i,-,T,-,-,-,-,-,-,i,-
czec1258,-,-,-,-,-,-,l,-,-,-,-,o,-,-,v,-,-,i,-,t,-,-,-,-,-,-,-,-
slov1269,-,p,-,o,-,-,l,-,y,-,-,o,-,-,v,-,-,o,-,T,-,-,-,-,-,-,-,-
poli1260,-,-,-,-,-,-,l,-,-,-,-,o,-,-,v,-,y,i,-,t,-,-,-,-,-,-,S,-
poli1260,-,p,-,o,-,-,l,-,-,-,-,o,-,-,v,-,-,o,-,t,-,-,-,-,-,-,S,-
slov1268,-,-,-,-,-,-,l,-,-,-,-,o,-,-,v,-,-,i,-,t,-,-,-,-,-,-,i,-
ukra1253,-,p,-,o,-,-,l,-,y,-,-,u,-,-,b,-,-,o,-,t,-,-,-,-,-,-,i,-
rusy1239,-,-,-,o,-,-,x,-,-,-,-,u,-,o,t,-,-,3,-,t,-,-,-,3,s,y,o,-
bela1254,-,p,-,o,-,-,l,-,y,-,-,o,-,-,v,-,-,o,-,t,-,-,-,-,s,-,y,-
russ1263,-,-,-,a,-,-,x,-,-,-,-,o,-,-,t,s,y,i,-,t,-,-,-,-,s,-,a,-
lowe1385,-,-,-,-,-,-,g,-,-,-,-,E,-,-,5,-,-,-,-,t,w,o,w,a,-,-,S,-
uppe1395,-,-,-,-,-,-,h,-,-,-,-,o,-,-,n,-,y,i,-,t,-,-,-,-,-,-,S,-
kash1274,-,y,-,o,-,-,x,-,t,-,-,o,-,-,v,-,-,a,-,t,-,-,-,-,-,-,s,-
kash1274,-,p,w,E,-,-,l,-,-,-,-,o,-,-,v,-,-,o,-,t,-,-,-,-,-,-,s,-
bulg1262,-,-,-,-,-,-,l,-,-,-,-,u,-,-,v,-,-,u,-,v,-,-,-,-,-,-,3,m
mace1250,-,-,-,-,-,-,l,-,-,-,-,o,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-
mace1250,-,-,-,-,-,-,l,-,-,-,-,o,-,-,f,-,-,-,-,-,-,-,-,-,-,-,-,-
mace1250,-,-,-,-,-,-,l,-,-,-,-,o,-,-,v,-,-,i,-,-,-,-,-,-,-,-,-,-
gawa1247,-,4,-,a,t,-,s,-,-,-,-,i,r,i,k,-,-,e,-,r,-,-,-,-,-,-,i,k
kala1373,-,4,-,o,t,-,S,-,-,-,-,i,r,-,k,-,-,3,-,r,-,-,-,-,-,-,u,g
khow1242,-,i,-,-,-,-,S,-,-,k,-,o,r,-,k,-,-,o,-,r,-,-,-,-,-,-,i,k
nort2665,-,-,-,-,-,-,S,-,3,k,-,o,r,-,k,-,-,a,-,t,-,-,-,-,-,-,u,-
hind1269,-,-,-,-,-,-,S,-,i,k,-,3,r,-,k,-,-,3,-,r,-,-,-,-,n,-,o,-
urdu1245,-,-,-,-,-,-,S,-,i,k,-,o,r,-,k,-,-,3,-,r,-,-,-,-,n,-,o,-
bhoj1244,-,-,-,-,-,-,S,-,i,k,-,3,r,-,k,-,-,3,-,r,-,-,-,-,n,-,o,-
maga1260,-,-,-,-,-,-,s,-,i,k,-,o,r,-,k,-,-,3,-,r,-,-,-,-,n,-,o,-
mait1250,-,-,-,-,-,-,S,-,i,k,-,o,r,-,k,-,h,e,-,l,-,-,-,-,n,-,o,-
mara1378,-,-,-,-,-,-,S,-,i,k,-,a,r,-,k,-,-,a,-,r,-,-,-,-,n,-,e,-
beng1280,-,-,-,-,-,-,S,-,i,k,-,a,r,-,k,-,-,o,-,r,-,-,-,-,-,-,a,-
assa1263,-,-,-,-,-,-,s,-,i,k,-,o,r,-,k,-,-,o,-,r,-,-,-,-,-,-,o,-
kash1277,-,-,-,-,-,-,S,-,i,k,-,o,r,-,k,-,-,o,-,r,-,-,-,-,-,-,o,n
kamv1242,-,-,-,-,-,-,S,-,-,-,-,a,r,-,t,-,-,o,-,r,-,-,-,-,k,-,u,-
ashk1246,-,-,-,-,-,-,s,-,-,-,-,3,b,-,t,-,-,a,-,r,-,-,-,-,-,-,-,-
west2369,-,-,-,-,-,-,S,-,e,k,h,o,r,-,k,-,-,E,-,r,-,-,-,-,d,-,E,n
bakh1245,-,-,-,-,-,-,z,-,e,y,-,-,r,a,k,-,-,-,-,-,-,-,-,-,-,-,-,-
kumz1235,-,q,-,a,n,a,s,-,-,-,-,a,t,-,k,-,-,a,-,-,-,-,-,-,-,-,-,-
mode1248,-,-,-,-,-,-,T,-,i,n,-,i,-,-,x,-,-,o,-,-,-,-,-,-,-,-,-,-
cypr1249,-,-,-,t,-,-,S,-,i,n,-,i,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
pont1253,-,-,-,-,-,-,T,-,i,n,-,i,-,-,Z,e,v,o,-,-,-,-,-,-,-,-,-,-
capp1239,-,-,-,a,-,-,v,-,-,l,-,a,-,-,d,-,-,o,-,-,-,-,-,-,-,-,-,-
