language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30
port1283,-,-,-,-,-,-,-,-,r,3,-,8,-,o,-,-,n,-,-,-,-,d,-,-,u,-,-,-,-,-
stan1288,-,-,-,-,-,-,-,-,r,e,-,8,-,o,-,-,4,-,-,-,-,d,-,-,o,-,-,-,-,-
stan1289,-,-,-,-,-,-,-,-,r,-,-,-,-,u,-,-,-,-,-,-,-,8,-,-,o,-,-,-,-,-
ital1282,-,-,-,-,-,-,-,-,t,-,-,-,-,o,-,-,n,-,-,-,-,d,-,-,o,-,-,-,-,-
neap1235,-,-,-,-,-,-,-,-,t,-,-,-,-,u,-,-,n,-,-,-,-,-,-,-,3,-,-,-,-,-
friu1240,-,-,-,-,-,t,-,a,r,-,-,-,-,o,-,-,n,-,-,-,-,t,-,-,-,-,-,-,-,-
roma1327,-,-,-,-,-,-,-,-,r,o,-,t,-,u,-,-,n,-,-,-,-,d,-,-,-,-,-,-,-,-
stan1290,-,-,-,-,-,-,-,-,X,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
wall1255,-,-,-,-,-,-,-,-,r,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dutc1256,-,-,-,-,-,-,-,-,r,-,-,-,-,o,-,-,n,-,-,-,-,t,-,-,-,-,-,-,-,-
west2354,-,-,-,-,-,-,-,-,r,-,-,-,-,u,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-
stan1295,-,-,-,-,-,-,-,-,X,-,-,-,-,u,-,-,n,-,-,-,-,t,-,-,-,-,-,-,-,-
luxe1241,-,-,-,-,-,-,-,-,r,-,-,-,-,o,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-
swis1247,-,-,-,-,-,-,-,-,r,-,-,-,-,u,-,-,n,-,-,-,-,d,-,-,-,-,-,-,-,-
icel1247,-,-,-,-,-,k,-,h,r,-,-,-,-,i,-,-,N,-,g,-,-,l,-,-,o,u,h,t,i,r
swed1254,-,-,-,-,-,-,-,-,r,-,-,-,-,u,-,-,n,-,-,-,-,d,-,-,e,-,-,-,-,r
swed1254,-,-,-,-,-,-,-,-,r,-,-,-,-,3,-,-,n,-,-,-,-,d,-,-,-,-,-,-,-,-
faro1244,-,-,-,-,-,-,-,-,r,-,-,-,-,u,-,-,n,-,-,-,-,d,-,-,u,-,-,-,-,r
dani1285,-,-,-,-,-,-,-,-,X,-,-,-,-,o,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-
lith1251,-,o,p,s,y,k,y,-,r,-,-,y,-,i,-,-,-,-,-,-,-,t,-,-,a,-,-,-,-,s
lith1251,-,a,p,-,-,-,v,a,l,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s
latv1249,-,o,p,-,-,-,-,o,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S
czec1258,-,o,-,-,-,k,-,-,r,-,-,-,-,u,-,-,x,-,-,-,-,l,-,-,3,-,-,-,-,-
czec1258,7,o,-,-,-,k,-,-,r,-,-,-,-,o,u,-,h,-,-,-,-,l,-,-,i,-,-,-,-,-
slov1269,-,o,-,-,-,k,-,-,r,-,-,-,-,u,-,-,h,-,-,-,-,l,-,-,i,-,-,-,-,-
poli1260,-,o,-,-,-,k,-,-,r,-,-,-,-,o,-,-,g,-,-,-,-,l,-,-,3,-,-,-,-,-
poli1260,-,o,-,-,-,k,-,-,r,-,-,-,-,o,N,-,g,-,-,-,-,w,-,-,3,-,-,-,-,-
