language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
port1283,-,-,-,p,-,-,-,a,w,-,-,-,-,-,-,-,-,-,-,-,-,-
stan1288,-,-,-,p,-,-,-,a,l,-,-,-,-,-,-,-,o,-,-,-,-,-
stan1289,-,-,-,p,-,-,-,a,l,-,-,-,-,-,-,-,-,-,-,-,-,-
ital1282,-,-,-,b,-,-,-,a,s,-,t,-,-,-,-,-,o,-,-,n,e,-
neap1235,-,-,-,m,-,-,-,a,-,-,t,-,-,s,-,-,3,-,-,-,-,-
friu1240,-,-,-,b,-,-,-,a,s,-,t,-,-,-,-,-,o,-,-,N,-,-
roma1327,-,-,-,b,-,-,-,3,-,-,t,-,-,s,-,-,-,-,-,-,-,-
stan1290,-,-,-,b,-,-,-,a,-,-,t,-,-,-,-,-,o,-,-,-,-,-
wall1255,-,-,-,b,-,-,-,a,s,-,t,-,-,-,-,-,o,-,-,-,-,-
dutc1256,-,-,-,s,-,-,-,-,-,-,t,-,-,-,-,-,o,-,-,k,-,-
west2354,-,-,-,s,-,-,-,-,-,-,t,-,-,-,-,-,o,-,-,k,-,-
stan1295,-,-,-,S,-,-,-,-,-,-,t,-,-,-,-,-,o,-,-,k,-,-
luxe1241,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,N,3,l
swis1247,-,-,-,S,-,-,-,-,-,-,t,-,-,-,-,-,o,-,-,k,-,x
icel1247,-,-,-,s,-,-,-,-,-,-,t,-,a,v,-,-,i,-,-,r,-,-
swed1254,-,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,a,-,-,l,-,-
swed1254,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,i,-,-,n,3,-
faro1244,-,-,-,-,-,-,-,-,-,-,t,S,E,p,-,-,u,-,-,r,-,-
dani1285,-,-,-,s,-,-,-,-,-,-,d,-,-,-,-,-,o,-,-,g,-,-
lith1251,-,-,-,-,-,-,-,-,l,a,-,-,-,z,-,d,a,-,-,-,-,-
latv1249,-,-,-,-,-,-,-,-,n,u,-,-,-,y,-,-,o,-,-,-,-,-
czec1258,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,l,-,-
czec1258,-,-,-,k,-,-,-,-,l,o,t,-,-,s,-,-,E,-,-,k,-,-
slov1269,-,-,-,p,-,-,-,o,l,i,t,-,-,s,-,-,o,-,-,-,-,-
poli1260,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,y,-,-
poli1260,-,-,-,k,-,-,-,-,-,-,-,-,-,y,-,-,i,-,-,y,-,-
slov1268,-,-,-,p,-,-,-,o,l,i,t,-,-,s,-,-,o,-,-,-,-,-
ukra1253,-,-,-,p,-,-,-,o,l,i,t,-,-,s,-,y,a,-,-,-,-,-
rusy1239,-,-,-,p,-,-,-,o,l,i,t,-,-,s,-,y,o,-,-,-,-,-
bela1254,-,-,-,p,-,-,-,o,l,-,k,-,-,-,-,-,o,-,-,-,-,-
russ1263,-,-,-,p,-,-,-,o,l,-,k,-,-,-,-,-,a,-,-,-,-,-
lowe1385,-,-,-,-,-,-,-,-,-,-,k,-,-,y,-,-,i,-,-,y,-,-
uppe1395,-,-,-,-,-,-,-,-,-,-,k,-,-,y,-,-,i,-,-,-,-,-
kash1274,-,-,-,-,-,-,-,-,-,-,t,-,-,S,-,-,i,-,-,y,-,-
bulg1262,-,-,-,p,-,-,-,-,r,o,t,-,-,S,-,-,-,-,-,k,3,-
mace1250,-,-,-,-,-,-,-,-,-,-,t,-,-,S,-,-,u,m,o,k,-,-
mace1250,-,-,-,-,-,-,-,-,-,-,t,-,-,S,-,-,u,m,a,k,-,-
mace1250,-,-,-,-,-,-,-,-,s,-,t,-,-,-,-,-,o,p,-,-,-,-
gawa1247,-,-,-,d,-,-,-,o,-,-,n,-,-,-,-,-,d,-,-,-,-,-
kala1373,-,-,-,d,-,-,-,o,-,-,n,-,-,-,-,-,-,-,-,-,-,-
khow1242,-,-,-,b,-,-,-,o,-,-,4,-,-,-,-,-,-,-,-,-,-,-
nort2665,-,-,-,l,-,a,-,u,-,-,r,-,-,-,-,-,i,-,-,-,-,-
hind1269,-,-,-,l,-,-,-,o,-,-,t,-,-,h,-,-,i,-,-,-,-,-
urdu1245,-,-,-,d,-,-,-,3,n,-,d,-,-,-,-,-,o,-,-,-,-,-
bhoj1244,-,-,-,l,-,-,-,o,-,-,t,-,-,h,-,-,i,-,-,-,-,-
maga1260,-,-,-,d,-,-,-,3,n,-,t,-,-,-,-,-,o,-,-,-,-,-
mait1250,-,-,-,-,-,-,-,-,-,-,t,S,-,h,3,r,i,-,-,-,-,-
mara1378,-,-,-,k,-,-,-,a,-,-,t,-,-,h,-,-,i,-,-,-,-,-
beng1280,-,-,-,l,-,-,-,a,-,-,t,-,-,h,-,-,i,-,-,-,-,-
assa1263,-,-,-,l,-,-,-,o,-,-,t,-,-,h,-,-,i,-,-,-,-,-
kash1277,-,-,-,l,-,-,-,u,-,-,r,-,-,-,-,-,-,-,-,-,-,-
kamv1242,-,-,-,d,-,-,-,u,-,-,n,-,-,-,-,-,-,-,-,-,-,-
ashk1246,-,-,-,d,-,-,-,3,-,-,d,-,-,-,-,-,3,-,-,-,-,-
west2369,-,-,-,t,S,-,h,-,-,-,-,-,-,-,-,-,u,-,-,b,-,-
bakh1245,-,-,-,t,S,u,d,a,s,-,t,-,-,-,-,-,i,-,-,-,-,-
kumz1235,-,-,-,d,-,-,-,a,-,-,r,-,-,-,-,-,-,-,-,-,-,-
mode1248,-,-,-,r,-,-,-,a,-,-,v,-,-,8,-,-,i,-,-,-,-,-
cypr1249,-,v,E,r,-,-,k,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-
pont1253,-,-,-,r,-,-,-,a,-,-,v,-,-,8,-,-,a,-,-,-,-,-
capp1239,-,-,-,r,-,-,-,a,-,-,v,-,-,Z,-,-,i,-,-,-,-,-
apul1236,-,-,-,r,-,-,-,a,-,-,m,-,-,-,-,-,i,-,-,8,a,-
apul1236,-,-,-,r,-,-,-,a,-,-,v,-,-,d,-,-,i,-,-,-,-,-
homs1234,k,h,o,v,-,-,-,o,-,-,z,-,-,-,-,-,o,-,-,n,-,-
nucl1235,-,-,-,b,-,-,-,i,-,-,r,-,-,-,-,-,-,-,-,-,-,-
iris1253,-,-,-,b,-,-,-,a,-,-,t,-,-,h,-,-,3,-,-,-,-,-
