language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37
poli1260,-,-,-,-,S,-,-,-,m,-,-,-,-,-,y,y,o,-,-,t,-,-,-,S,-,-,-,S,-,-,-,-,E,-,-,w,-
ukra1253,-,-,-,-,s,-,-,-,m,y,-,-,-,-,i,y,o,-,-,t,-,i,-,s,-,-,-,y,-,-,-,-,a,-,-,-,-
rusy1239,-,-,-,-,s,-,y,-,m,y,-,-,-,-,i,y,o,-,-,t,-,3,-,s,-,-,-,y,-,-,-,-,o,-,-,-,-
bela1254,-,-,-,-,s,-,y,-,m,y,-,-,-,-,a,y,o,-,-,t,-,-,-,s,-,-,-,-,-,-,-,-,o,-,-,-,-
russ1263,-,-,-,-,s,-,-,-,m,y,-,-,-,-,i,y,o,-,-,t,-,-,-,s,-,-,-,-,-,-,-,-,a,-,-,-,-
bulg1262,-,-,-,-,s,-,-,-,m,-,-,-,-,-,E,y,3,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,E,-,-,-,-
mace1250,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,s,m,y,o,y,-,-,-,-,a,-,-,m,-
mace1250,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,s,m,y,o,y,-,-,-,-,a,-,-,m,-
mace1250,-,-,-,-,s,-,-,-,m,-,-,-,-,-,e,-,E,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,E,-,-,-,-
oldr1238,n,o,-,-,s,-,-,-,m,y,-,-,-,-,i,x,o,-,-,t,y,i,-,s,-,-,-,y,-,-,-,-,E,-,-,-,-
pola1255,-,-,-,-,s,-,-,-,m,-,-,-,-,-,-,y,o,-,-,t,-,-,-,s,-,-,-,-,-,-,-,-,3,-,-,-,-
latv1249,-,-,-,-,s,-,-,-,m,-,-,-,-,-,i,-,E,-,-,t,-,i,E,s,-,-,-,-,-,-,-,-,-,-,-,-,-
east2282,-,-,-,-,s,-,y,-,m,-,-,-,-,-,y,-,i,-,-,t,y,i,-,s,-,-,-,-,-,-,-,-,y,-,-,-,-
lith1251,-,-,-,-,y,-,-,-,-,-,-,-,-,-,u,-,o,k,y,t,y,i,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-
oldw1241,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,u,a,-,-,r,-,-,-,8,-,-,-,-,-,-,-,-,a,-,-,m,-
nort2668,-,-,-,-,x,-,-,-,-,-,-,-,-,-,-,w,E,-,-,r,-,-,-,8,-,-,-,-,-,-,-,-,i,-,-,n,-
midd1359,-,-,-,-,x,-,-,-,-,-,-,-,-,-,-,w,e,-,-,r,-,-,-,8,-,-,-,-,-,-,-,-,i,-,-,n,-
treg1244,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,w,E,-,-,r,-,-,-,z,-,-,-,-,-,-,-,-,i,-,-,n,-
vann1244,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,w,a,-,h,r,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,t,-
iris1253,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,a,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-
oldi1245,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,i,-,b,y,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,8,y
manx1243,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,E,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,a,x,-,t,i
west2369,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-,-,-,-,-,n,d,i,-,d,E,-,-,n,-
bakh1245,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,n,d,e,s,t,a,-,-,k,-
cent2264,7,a,-,-,X,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,n,d,-,-,-,e,-,-,-,-
pahl1241,-,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-
part1239,-,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,n,d,e,-,d,-,-,-,-,-
kumz1235,t,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,a,-,-,-,-
khot1251,k,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,3,-,-,-,-
yusu1238,-,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,n,d,3,-,l,-,-,-,-,-
iron1242,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,3,-,-,n,-
digo1242,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,u,-,-,n,-
ashr1238,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,a,-,-,-,-
kala1373,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,u,-,-,g,-
gawa1247,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,i,-,-,k,-
khow1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,i,-,-,k,-
nort2665,d,-,-,-,Z,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,3,-,-,t,u
hind1269,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,s,-,-,-,n,-,-,-,-,o,-,-,-,-
urdu1245,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,s,-,-,-,n,-,-,-,-,o,-,-,-,-
bhoj1244,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,s,-,-,-,n,-,-,-,-,o,-,-,-,-
maga1260,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,s,-,-,-,n,-,-,-,-,o,-,-,-,-
mait1250,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,s,-,-,3,n,-,-,-,-,o,-,-,-,-
east1436,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,s,-,-,-,n,-,-,-,-,u,-,-,-,-
mara1378,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,s,-,-,-,n,-,-,-,-,e,-,-,-,-
beng1280,-,-,-,-,S,o,S,o,b,d,-,-,-,-,e,h,a,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,a,-,-,-,-
assa1263,-,-,-,-,x,o,-,-,b,d,o,k,o,r,i,h,a,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,o,-,-,-,-
vedi1234,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-
pali1273,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,s,-,-,a,t,-,-,-,-,i,-,-,-,-
kash1277,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,o,-,-,n,-
kamv1242,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,3,-,-,-,-
east2308,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,E,-,-,-,-
west2372,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,E,-,-,-,-
ashk1246,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,n,-,i,-,-,e,-,-,-,-
lowe1390,-,-,-,-,v,-,-,-,-,y,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-
homs1234,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,3,-,n,d,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,l,-
nucl1235,t,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,i,-,-,t,-,-,-,s,-,-,-,-,-,-,-,-,o,X,E,l,-
clas1249,t,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,i,-,-,t,-,-,-,s,-,-,-,-,-,-,-,-,o,X,i,m,-
