language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26
port1283,-,-,-,-,-,-,-,-,k,-,-,a,S,-,k,-,-,-,-,-,a,-,-,-,-,-
stan1288,-,-,-,-,-,-,-,-,k,-,-,o,-,-,r,-,-,t,e,8,a,-,-,-,-,-
stan1289,-,-,3,-,-,s,-,-,k,-,-,o,-,-,r,-,-,-,-,s,3,-,-,-,-,-
ital1282,-,-,-,-,-,-,-,-,k,-,-,o,-,-,r,t,e,t,-,S,a,-,-,-,-,-
neap1235,-,-,-,-,-,S,-,-,k,-,-,o,-,-,r,-,-,t,-,s,3,-,-,-,-,-
friu1240,-,-,-,-,-,s,-,-,k,-,w,a,-,-,r,-,-,t,-,S,e,-,-,-,-,-
roma1327,-,-,-,-,-,s,-,-,T,-,-,o,a,-,r,-,-,t,-,s,3,-,-,-,-,-
stan1290,-,-,-,-,-,e,-,-,k,-,-,o,-,-,X,-,-,-,-,s,-,-,-,-,-,-
wall1255,-,-,-,-,-,-,-,-,p,-,-,E,-,-,l,-,o,-,-,t,-,-,-,-,-,-
dutc1256,-,-,-,-,-,s,-,-,X,-,-,o,-,-,r,-,-,-,-,-,s,-,-,-,-,-
west2354,-,-,-,-,-,-,-,-,b,-,-,o,-,-,-,-,-,-,-,-,s,-,-,t,-,-
stan1295,-,-,-,-,-,-,-,-,X,-,-,i,n,-,d,-,-,-,-,-,3,-,-,-,-,-
luxe1241,-,-,-,-,-,-,-,-,S,-,-,u,-,-,-,-,-,-,-,-,3,-,-,l,-,-
swis1247,-,-,-,-,-,-,-,-,b,E,u,u,-,-,-,-,-,-,-,-,3,-,-,-,-,-
icel1247,b,-,E,-,-,r,-,-,k,-,-,i,-,-,r,-,-,-,-,-,-,-,-,-,-,-
swed1254,b,-,a,-,-,r,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
swed1254,b,-,a,-,-,r,-,-,k,-,-,e,-,-,r,-,-,-,-,-,-,-,-,-,-,-
faro1244,b,-,E,-,-,r,-,-,k,-,-,u,-,-,r,-,-,-,-,-,-,-,-,-,-,-
lith1251,-,-,-,-,-,-,-,-,Z,-,y,i,E,v,y,-,-,-,-,-,e,-,-,-,-,-
latv1249,-,-,-,-,-,-,-,-,m,-,-,i,-,-,z,-,-,-,-,-,o,-,-,-,-,-
czec1258,-,-,-,-,-,-,-,-,k,-,-,o,-,-,r,-,-,-,-,-,o,-,-,-,-,-
czec1258,-,-,-,-,-,-,-,-,k,-,-,u,-,-,r,-,-,-,-,-,o,-,-,-,-,-
slov1269,-,-,-,-,-,-,-,-,k,-,u,o,-,-,r,-,-,-,-,-,o,-,-,-,-,-
poli1260,-,-,-,-,-,s,-,-,k,-,-,o,-,-,r,-,-,-,-,-,a,-,-,-,-,-
poli1260,-,-,-,-,-,-,-,-,k,-,-,o,-,-,r,-,-,-,-,-,o,-,-,-,-,-
slov1268,-,-,-,-,-,s,-,-,k,-,-,o,-,-,r,-,-,-,-,y,o,-,-,-,-,-
ukra1253,-,-,-,-,-,-,-,-,k,-,-,o,-,-,r,-,-,-,-,-,o,-,-,-,-,-
rusy1239,-,-,-,-,-,-,-,-,k,-,-,o,-,-,r,-,-,-,-,-,o,-,-,-,-,-
bela1254,-,-,-,-,-,-,-,-,k,-,-,a,-,-,r,-,-,-,-,-,o,-,-,-,-,-
russ1263,-,-,-,-,-,-,-,-,k,-,-,a,-,-,r,-,-,-,-,-,o,-,-,-,-,-
lowe1385,-,-,-,-,-,S,-,-,k,-,-,E,-,-,r,-,-,-,-,-,o,-,-,-,-,-
uppe1395,-,-,-,-,-,s,-,-,k,-,-,o,-,-,X,-,-,-,-,-,o,-,-,-,-,-
kash1274,-,-,-,-,-,-,-,-,k,-,w,E,-,-,r,-,-,-,-,-,o,-,-,-,-,-
bulg1262,-,-,-,-,-,-,-,-,k,-,-,u,-,-,r,-,-,-,-,-,o,-,-,-,-,-
mace1250,-,-,-,-,-,-,-,-,k,-,-,o,-,-,r,-,-,-,-,-,a,-,-,-,-,-
mace1250,-,-,-,-,-,-,-,-,k,-,-,o,-,-,r,-,-,-,-,-,a,-,-,-,-,-
mace1250,-,-,-,-,-,-,-,-,k,-,-,o,-,-,r,-,-,-,-,-,o,-,-,-,-,-
gawa1247,-,-,-,-,t,s,-,-,h,-,-,i,-,-,k,-,-,-,-,-,-,-,-,-,-,-
kala1373,p,h,3,-,t,-,-,-,-,-,-,3,-,-,r,-,-,-,-,-,-,-,-,-,-,-
khow1242,l,y,E,n,d,Z,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nort2665,g,-,a,n,d,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-
hind1269,-,-,-,-,t,S,-,-,h,-,-,o,-,-,l,-,-,-,-,-,-,-,-,-,-,-
urdu1245,-,-,-,-,t,S,-,-,h,-,-,o,-,-,l,-,-,-,-,-,-,-,-,-,-,-
bhoj1244,-,-,-,-,t,S,-,-,h,-,-,o,-,-,l,-,-,-,-,-,-,-,-,-,-,-
maga1260,-,-,-,-,-,T,-,-,h,-,-,i,-,-,l,-,-,k,-,-,o,-,-,-,-,-
mait1250,-,-,-,-,t,S,-,-,h,-,-,o,-,-,l,-,-,-,-,-,-,-,-,-,-,-
mara1378,-,-,-,-,-,s,-,-,-,-,-,a,-,-,l,-,-,-,-,-,-,-,-,-,-,-
beng1280,-,-,-,-,-,b,a,-,k,-,-,o,-,-,l,-,-,-,-,-,-,-,-,-,-,-
assa1263,-,-,-,-,-,b,o,l,k,-,-,o,-,-,l,-,-,-,-,-,-,-,-,-,-,-
kash1277,-,-,-,-,-,d,-,-,-,-,-,E,-,-,l,-,-,-,-,-,-,-,-,-,-,-
kamv1242,-,-,-,-,t,S,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ashk1246,-,-,-,-,t,s,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-
west2369,-,-,-,-,-,p,-,-,h,-,-,u,-,-,s,-,-,t,-,-,-,-,-,-,-,-
bakh1245,-,-,-,-,-,p,-,-,-,-,-,u,-,-,s,-,-,-,-,-,-,-,-,-,-,-
kumz1235,-,-,-,-,-,f,a,-,q,-,-,a,-,-,S,-,-,-,-,-,-,-,-,-,-,-
yagn1238,-,-,-,-,-,p,-,-,h,-,-,u,-,-,s,-,-,t,-,-,-,-,-,-,-,-
mode1248,-,-,-,-,-,-,-,-,f,-,-,-,-,-,l,-,-,-,-,i,o,-,-,s,-,-
cypr1249,-,-,-,-,-,-,-,-,f,-,-,-,-,-,l,-,-,-,-,-,u,-,i,n,-,-
pont1253,-,-,-,-,-,-,-,-,f,-,-,-,-,-,l,-,-,-,-,-,u,8,i,n,-,-
capp1239,-,-,-,-,t,s,e,-,f,-,-,-,-,-,l,-,-,-,-,-,o,-,-,-,-,-
apul1236,-,-,-,-,-,-,-,-,f,-,-,-,-,-,l,-,-,-,-,-,u,s,-,t,r,o
homs1234,-,-,-,-,-,-,-,-,g,-,-,E,-,-,X,-,-,-,-,-,E,-,-,v,-,-
nucl1235,-,-,-,-,-,-,-,-,k,-,-,E,-,-,X,-,-,-,-,-,E,-,-,v,-,-
