language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
port1283,-,-,d,-,-,-,-,e,-,n,-,t,-,3,-
stan1288,-,-,d,-,-,y,-,e,-,4,-,t,-,e,-
stan1289,-,-,d,-,-,-,-,e,-,n,-,-,-,-,-
ital1282,-,-,d,-,-,-,-,E,-,n,-,t,-,e,-
neap1235,-,-,r,-,-,-,-,E,-,n,-,t,-,3,-
friu1240,-,-,d,-,-,-,-,i,-,n,-,t,-,-,-
roma1327,-,-,d,-,-,-,-,i,-,n,-,t,-,e,-
stan1290,-,-,d,-,-,-,-,o,-,-,-,-,-,-,-
wall1255,-,-,d,-,-,-,-,e,-,-,-,-,-,-,-
dutc1256,-,-,t,-,-,-,-,o,-,n,-,t,-,-,-
west2354,-,-,t,-,-,-,-,o,-,-,-,s,-,k,-
stan1295,-,-,t,-,-,s,h,a,-,n,-,-,-,-,-
luxe1241,-,-,t,-,-,s,-,o,-,n,-,t,-,-,-
swis1247,-,-,t,-,-,s,-,a,-,N,-,-,-,-,-
icel1247,-,-,t,-,-,h,-,E,-,n,-,-,-,-,-
swed1254,-,-,t,-,-,-,-,a,-,n,-,-,-,-,-
swed1254,-,-,t,-,-,-,-,a,-,n,-,d,-,-,-
faro1244,-,-,t,-,-,h,-,o,-,n,-,-,-,-,-
dani1285,-,-,t,-,-,-,-,a,-,n,-,-,-,-,-
lith1251,-,-,d,-,-,-,-,a,-,n,y,t,y,i,s
latv1249,-,-,z,-,-,-,u,o,-,p,-,s,-,-,-
czec1258,-,-,z,-,-,-,-,u,-,b,-,-,-,-,-
czec1258,-,-,z,-,-,-,-,u,-,p,-,-,-,-,-
slov1269,-,-,z,-,-,-,-,u,-,p,-,-,-,-,-
poli1260,-,-,z,-,-,-,-,o,-,b,-,-,-,-,-
poli1260,-,-,z,-,-,-,-,o,m,p,-,-,-,-,-
slov1268,-,-,z,-,-,-,-,o,-,p,-,-,-,-,-
ukra1253,-,-,z,-,-,-,-,u,-,b,-,-,-,-,-
bela1254,-,-,z,-,-,-,-,u,-,p,-,-,-,-,-
russ1263,-,-,z,-,-,-,-,u,-,p,-,-,-,-,-
lowe1385,-,-,z,-,-,-,-,u,-,p,-,-,-,-,-
uppe1395,-,-,z,-,-,-,-,u,-,p,-,-,-,-,-
kash1274,-,-,z,-,-,-,-,u,-,p,-,-,-,-,-
bulg1262,-,-,z,-,-,-,-,o,-,p,-,-,-,-,-
mace1250,-,-,z,-,-,-,-,3,m,p,-,-,-,-,-
mace1250,-,-,z,-,-,-,-,3,m,p,-,-,-,-,-
mace1250,-,-,z,-,-,-,-,o,-,p,-,-,-,-,-
gawa1247,-,-,d,-,-,-,-,3,-,4,-,t,-,-,-
kala1373,-,-,d,-,-,-,-,o,-,4,-,-,-,-,-
khow1242,-,-,d,-,-,-,-,o,-,4,-,-,-,-,-
nort2665,-,-,d,-,-,-,-,a,-,4,-,d,-,3,-
hind1269,-,-,d,-,-,-,-,o,-,-,-,t,-,-,-
urdu1245,-,-,d,-,-,-,-,o,-,-,-,t,-,-,-
bhoj1244,-,-,d,-,-,-,-,o,-,-,-,t,-,-,-
maga1260,-,-,d,-,-,-,-,o,-,-,-,t,-,-,-
mait1250,-,-,d,-,-,-,-,o,-,-,-,t,-,-,-
mara1378,-,-,d,-,-,-,-,a,-,-,-,t,-,-,-
beng1280,-,-,d,-,-,-,-,a,-,-,-,t,-,-,-
assa1263,-,-,d,-,-,-,-,a,-,-,-,t,-,-,-
kash1277,-,-,d,-,-,-,-,o,-,n,-,d,-,-,-
kamv1242,-,-,d,-,-,-,-,u,-,-,-,t,-,-,-
ashk1246,-,-,d,-,-,-,-,u,-,-,-,t,-,-,-
west2369,-,-,d,E,n,d,-,o,-,-,-,n,-,-,-
bakh1245,-,-,d,e,n,d,-,u,-,-,-,n,-,-,-
kumz1235,-,-,d,-,n,-,-,a,-,-,-,n,-,-,-
mode1248,-,-,8,-,-,-,-,o,-,n,-,d,-,i,-
cypr1249,-,-,8,-,-,-,-,o,-,n,-,d,-,i,n
pont1253,o,-,8,-,-,-,-,o,-,n,-,d,-,i,n
capp1239,-,-,8,-,-,-,-,o,-,n,-,t,-,-,-
apul1236,-,-,8,-,-,-,-,o,-,n,-,d,-,i,-
homs1234,o,g,r,-,-,-,-,o,-,-,-,-,-,-,-
nucl1235,o,-,t,-,-,-,-,o,-,m,-,-,-,-,-
iris1253,-,f,y,i,-,-,-,3,k,h,3,l,-,y,-
