language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
port1283,-,m,-,-,-,o,-,-,S,k,-,a,-
stan1288,-,m,-,-,-,o,-,-,s,k,-,a,-
stan1289,-,m,-,-,-,o,-,-,s,k,-,3,-
ital1282,-,m,-,-,-,o,-,-,s,k,-,a,-
neap1235,-,m,-,-,-,o,-,-,S,k,-,3,-
friu1240,-,m,-,-,-,o,-,-,s,T,-,E,-
roma1327,-,m,-,-,-,u,-,-,s,k,-,3,-
stan1290,-,m,-,-,-,u,-,-,S,-,-,-,-
wall1255,-,m,-,-,-,o,-,-,h,-,-,-,-
west2354,-,m,-,-,-,i,-,-,-,x,-,-,-
stan1295,-,f,l,-,-,i,-,-,-,g,-,3,-
luxe1241,-,m,-,-,-,e,-,-,-,k,-,-,-
swis1247,-,f,l,E,-,i,-,-,-,g,-,3,-
dani1285,-,f,l,-,-,u,-,-,-,-,-,3,-
lith1251,-,m,-,-,-,u,-,-,s,y,-,e,-
latv1249,-,m,-,-,-,u,-,-,-,S,-,o,-
czec1258,-,m,-,-,-,u,-,-,-,x,-,o,-
czec1258,-,m,-,o,-,u,-,-,-,x,-,o,-
slov1269,-,m,-,-,-,u,-,-,-,x,-,o,-
poli1260,-,m,-,-,-,u,-,-,-,x,-,a,-
poli1260,-,m,-,-,-,u,-,-,-,x,-,o,-
slov1268,-,m,-,-,-,u,-,-,-,x,-,o,-
ukra1253,-,m,-,-,-,u,-,-,-,x,-,a,-
rusy1239,-,m,-,-,-,u,-,-,-,x,-,o,-
bela1254,-,m,-,-,-,u,-,-,-,x,-,o,-
russ1263,-,m,-,-,-,u,-,-,-,x,-,a,-
lowe1385,-,m,-,-,-,u,-,-,-,x,-,o,-
uppe1395,-,m,-,-,-,u,-,-,-,x,-,o,-
kash1274,-,m,-,w,-,3,-,-,-,x,-,o,-
bulg1262,-,m,-,-,-,u,-,-,-,x,-,o,-
mace1250,-,m,-,-,-,u,-,-,-,x,-,a,-
mace1250,-,m,-,-,-,u,-,-,-,x,-,a,-
mace1250,-,m,-,-,-,u,-,-,-,v,-,o,-
gawa1247,-,m,-,-,-,a,-,-,-,s,-,i,k
kala1373,-,p,-,-,-,-,-,-,-,h,-,u,t
khow1242,-,m,-,3,g,o,-,-,-,s,-,-,-
nort2665,-,m,-,-,-,o,-,-,-,S,-,3,-
hind1269,-,m,-,-,-,3,-,k,-,h,-,i,-
urdu1245,-,m,-,-,-,3,-,k,-,h,-,i,-
bhoj1244,-,m,-,-,-,o,-,t,S,h,-,i,-
maga1260,-,m,-,-,-,o,-,t,S,h,-,i,-
mait1250,-,m,-,-,-,o,-,k,-,h,-,i,-
mara1378,-,m,-,-,-,a,-,-,-,S,-,i,-
beng1280,-,m,-,-,-,a,-,t,S,h,-,i,-
assa1263,-,m,-,-,-,o,-,k,-,h,-,i,-
kash1277,-,m,-,-,-,3,-,t,S,h,-,-,-
kamv1242,-,t,-,i,r,u,-,-,-,k,-,-,-
ashk1246,-,m,a,i,-,u,-,-,-,s,-,-,-
bakh1245,-,p,-,-,-,a,-,-,-,S,G,e,-
kumz1235,-,m,-,-,-,e,-,-,-,S,-,-,-
mode1248,-,m,-,-,-,i,-,-,-,x,-,a,-
cypr1249,-,m,-,-,-,u,-,-,-,Z,-,a,-
pont1253,-,m,-,-,-,i,-,-,-,-,-,a,-
capp1239,-,m,-,-,-,u,-,-,-,y,-,a,-
apul1236,-,m,-,-,-,i,-,-,-,x,-,a,-
homs1234,d,Z,-,-,-,o,n,d,-,Z,-,-,-
nucl1235,t,S,-,-,-,o,N,t,-,S,-,-,-
iris1253,k,h,-,-,-,i,-,-,-,L,-,o,g
