language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
port1283,-,-,-,-,-,-,l,-,-,-,i,-,-,-,z,-,-,-,u,-
stan1288,-,-,-,-,-,-,l,-,-,-,i,-,-,-,s,-,-,-,o,-
stan1289,-,-,-,-,-,-,L,-,-,-,i,-,-,-,s,-,-,-,-,-
ital1282,-,-,-,-,-,-,l,-,-,-,i,-,-,-,S,-,-,-,o,-
neap1235,-,-,-,-,-,-,l,-,-,-,i,-,-,-,S,-,-,-,3,-
friu1240,-,s,-,-,-,-,l,-,-,-,i,-,-,-,s,-,-,-,-,-
roma1327,-,-,-,-,-,-,n,-,-,-,e,-,-,-,t,-,-,-,e,d
stan1290,-,-,-,-,-,-,l,-,-,-,i,-,-,-,s,-,-,-,-,-
wall1255,-,-,-,-,-,-,l,-,-,-,i,-,-,-,s,-,-,-,-,-
dutc1256,-,x,3,-,-,-,l,-,-,-,E,-,-,i,k,-,-,-,-,-
west2354,-,g,-,-,-,-,l,-,-,-,E,-,-,-,t,-,-,-,-,-
stan1295,-,g,-,-,-,-,l,-,-,-,a,-,-,-,t,-,-,-,-,-
luxe1241,-,g,-,-,-,-,l,-,-,-,a,-,-,-,t,-,-,-,-,-
swis1247,-,g,-,-,-,-,l,-,-,-,a,-,-,-,t,-,-,-,-,-
icel1247,-,s,t,-,-,-,l,y,-,-,E,-,-,h,t,-,-,-,i,r
swed1254,-,s,-,-,-,-,l,-,-,-,E,-,-,-,t,-,-,-,-,-
swed1254,-,s,-,-,-,-,l,-,-,-,E,-,-,-,t,-,-,-,e,r
faro1244,-,s,-,-,-,-,l,-,-,-,a,-,-,h,t,-,-,-,u,r
dani1285,-,g,-,-,-,-,l,-,-,-,a,-,-,-,d,-,-,-,-,-
lith1251,-,-,-,-,-,-,l,y,i,g,u,-,-,-,-,-,s,-,-,-
latv1249,-,g,-,-,-,-,l,-,-,-,u,-,-,-,t,-,s,-,-,-
czec1258,-,x,-,-,-,-,l,-,-,-,o,-,-,-,d,-,k,-,3,-
czec1258,-,h,-,-,-,-,l,-,-,-,o,-,-,-,t,-,k,-,i,-
slov1269,-,h,-,-,-,-,l,-,-,-,o,-,-,-,t,-,k,-,i,-
poli1260,-,g,-,-,-,-,l,-,-,-,a,-,-,-,d,-,k,-,3,-
poli1260,-,g,-,-,-,-,w,-,-,-,o,-,-,-,t,-,k,y,i,-
slov1268,-,g,-,-,-,-,l,-,-,-,o,-,-,-,d,3,k,-,-,-
ukra1253,-,X,-,-,-,-,l,-,-,-,o,-,-,-,d,-,k,-,i,y
rusy1239,-,x,-,-,-,-,l,-,-,-,o,-,-,-,t,-,k,-,o,y
bela1254,-,x,-,-,-,-,l,-,-,-,o,-,-,-,t,-,k,y,i,-
russ1263,-,g,-,-,-,-,l,-,-,-,o,-,-,-,t,-,k,y,i,y
lowe1385,-,g,-,-,-,-,w,-,-,-,a,-,-,-,t,-,k,y,i,-
uppe1395,-,w,-,-,-,-,-,-,-,-,a,-,-,-,t,-,k,y,i,-
kash1274,-,g,-,-,-,-,w,-,-,-,a,-,-,-,t,-,S,-,i,-
bulg1262,-,g,-,-,-,-,l,-,-,-,o,-,-,-,d,3,k,-,-,-
mace1250,-,m,-,-,-,-,-,-,-,-,o,-,-,-,z,E,n,-,-,-
gawa1247,-,p,i,t,s,i,l,-,-,-,o,-,-,-,-,-,-,-,-,-
kala1373,-,h,3,-,-,-,v,-,-,-,o,-,-,-,r,-,-,-,-,-
khow1242,-,-,-,-,-,-,l,-,-,-,3,-,S,-,t,-,-,-,-,-
nort2665,-,-,-,-,-,-,l,-,-,-,a,-,S,3,m,-,-,-,-,-
hind1269,t,S,i,-,k,-,n,-,-,-,o,-,-,-,-,-,-,-,-,-
urdu1245,-,h,3,-,-,-,m,-,-,v,o,-,-,-,r,-,-,-,-,-
bhoj1244,t,S,i,-,k,-,-,-,-,-,3,-,-,-,n,-,-,-,-,-
maga1260,-,T,i,-,k,-,-,-,-,-,3,-,-,-,n,-,-,-,-,-
mait1250,t,S,i,-,k,-,-,-,-,-,3,-,-,-,n,-,-,-,-,-
mara1378,-,g,u,L,g,-,-,-,-,-,u,-,L,i,t,-,-,-,-,-
mara1378,-,m,3,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
beng1280,-,-,-,-,-,-,m,-,-,-,o,s,r,i,n,-,-,-,-,-
assa1263,-,n,i,-,-,-,m,-,-,-,o,-,d,-,Z,-,-,-,-,-
kash1277,-,s,o,t,t,-,-,-,-,-,u,-,-,-,r,-,-,-,-,-
kamv1242,-,s,3,l,k,-,-,-,-,-,3,-,-,-,r,-,-,-,-,-
bakh1245,-,h,e,-,-,-,l,-,-,-,i,-,-,-,T,-,-,-,-,-
bakh1245,-,s,-,-,-,-,-,-,-,-,o,-,-,-,f,-,-,-,-,-
kumz1235,-,S,-,-,-,-,-,-,-,-,a,-,r,-,b,-,-,-,-,-
mode1248,-,-,-,-,-,-,l,-,i,-,o,-,-,-,s,-,-,-,-,-
mode1248,o,m,a,-,-,-,l,-,-,-,o,-,-,-,s,-,-,-,-,-
cypr1249,-,-,-,-,-,-,-,-,i,S,o,-,-,-,s,-,-,-,-,-
pont1253,o,m,a,-,-,-,l,-,i,-,-,-,-,-,n,-,-,-,-,-
capp1239,-,-,-,-,-,-,Z,-,i,s,o,-,-,-,-,-,-,-,-,-
apul1236,a,m,a,-,-,-,l,-,-,-,o,-,-,-,-,-,-,-,-,-
homs1234,-,h,-,-,-,-,-,-,-,-,o,-,r,-,t,-,h,-,-,-
nucl1235,-,v,o,-,-,-,X,-,-,-,o,-,r,-,-,-,k,-,-,-
iris1253,-,m,-,-,-,-,y,-,-,-,i,-,n,-,y,-,-,-,-,-
lari1253,-,-,-,-,-,-,s,-,-,-,o,-,-,-,f,-,-,-,-,-
