language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
port1283,-,-,-,-,n,-,-,E,-,-,-,-,v,-,-,-,3,-
stan1288,-,-,-,-,5,y,-,e,-,-,-,-,b,-,-,-,e,-
stan1289,-,-,-,-,n,-,-,e,-,-,-,-,w,-,-,-,-,-
ital1282,-,-,-,-,n,-,-,e,-,-,-,-,v,-,-,-,e,-
neap1235,-,-,-,-,n,-,-,e,-,-,-,-,v,-,-,-,3,-
friu1240,-,-,-,-,n,-,-,e,-,-,-,-,f,-,-,-,-,-
roma1327,-,-,-,-,z,-,-,3,-,-,-,-,p,a,d,-,3,-
stan1290,-,-,-,-,n,-,-,E,-,-,-,-,Z,-,-,-,-,-
wall1255,-,-,-,-,n,-,-,i,-,v,a,-,y,-,-,-,-,-
dutc1256,-,s,-,-,n,-,-,e,-,-,-,-,w,-,-,-,-,-
west2354,-,s,-,-,n,-,-,i,-,-,-,-,3,-,-,-,-,-
stan1295,-,S,-,-,n,-,-,e,-,-,-,-,-,-,-,-,-,-
luxe1241,-,S,-,-,n,3,-,i,-,-,-,-,-,-,-,-,-,-
swis1247,-,S,-,-,n,-,-,E,-,-,-,-,-,-,-,-,-,-
icel1247,-,s,t,-,n,y,-,o,-,-,u,-,r,-,-,-,-,-
swed1254,-,s,-,-,n,y,-,o,-,-,-,-,r,-,-,-,-,-
swed1254,-,s,-,-,n,-,-,e,-,-,-,-,-,-,-,-,-,-
faro1244,k,h,-,-,-,-,-,E,a,v,i,-,-,-,-,-,-,-
dani1285,-,s,-,-,n,-,-,e,-,-,-,-,-,-,-,-,-,-
lith1251,-,s,y,-,n,y,i,E,-,-,-,-,g,-,-,-,a,s
latv1249,-,s,-,-,n,-,i,E,-,-,-,-,k,-,-,-,-,s
czec1258,-,s,-,-,5,-,-,e,-,-,-,-,x,-,-,-,-,-
czec1258,-,s,-,-,5,-,-,i,-,-,-,-,x,-,-,-,-,-
slov1269,-,s,-,-,5,-,-,E,-,-,-,-,x,-,-,-,-,-
poli1260,-,S,-,-,5,-,-,e,-,-,-,-,g,-,-,-,-,-
poli1260,-,S,-,-,5,-,-,E,-,-,-,-,g,-,-,-,-,-
slov1268,-,s,-,-,n,-,-,e,-,-,-,-,k,-,-,-,-,-
ukra1253,-,s,-,-,n,y,-,i,-,-,-,-,X,-,-,-,-,-
rusy1239,-,s,y,-,n,y,-,i,-,-,-,-,x,-,-,-,-,-
bela1254,-,s,y,-,n,y,-,E,-,-,-,-,x,-,-,-,-,-
russ1263,-,s,y,-,n,y,-,E,-,-,-,-,k,-,-,-,-,-
lowe1385,-,s,-,-,5,-,-,i,-,-,-,-,k,-,-,-,-,-
uppe1395,-,s,-,-,n,y,-,i,-,-,-,-,-,-,-,-,-,-
kash1274,-,s,-,-,5,-,-,3,-,-,-,-,k,-,-,-,-,-
bulg1262,-,s,-,-,n,y,-,o,-,-,-,-,k,-,-,-,-,-
mace1250,-,s,-,-,n,y,-,E,-,-,-,-,k,-,-,-,-,-
mace1250,-,s,-,-,n,y,-,E,-,-,-,-,k,-,-,-,-,-
mace1250,-,s,-,-,n,-,-,e,-,-,-,-,k,-,-,-,-,-
gawa1247,-,h,-,-,-,-,-,i,-,-,-,-,m,-,-,-,-,-
kala1373,-,h,-,-,-,-,-,i,-,-,-,-,m,-,-,-,-,-
khow1242,-,h,-,-,-,-,-,i,-,-,-,-,m,-,-,-,-,-
nort2665,-,h,-,-,-,-,-,i,-,-,-,-,m,-,-,-,-,-
hind1269,-,b,-,-,-,-,-,3,-,r,-,-,f,-,-,-,-,-
urdu1245,-,b,-,-,-,-,-,3,-,r,-,-,f,-,-,-,-,-
bhoj1244,-,b,-,-,-,-,-,3,-,r,3,-,f,-,-,-,-,-
maga1260,-,b,-,-,-,-,-,3,-,r,3,p,h,-,-,-,-,-
mait1250,-,b,-,-,-,-,-,3,-,r,3,-,f,-,-,-,-,-
mara1378,-,b,-,-,-,-,-,a,-,r,-,-,p,-,-,-,-,h
beng1280,-,b,-,-,-,-,-,o,-,r,o,p,h,-,-,-,-,-
assa1263,-,b,-,-,-,-,-,o,-,r,o,p,h,-,-,-,-,-
kash1277,-,S,-,-,-,-,-,i,-,n,-,-,-,-,-,-,-,-
kamv1242,d,z,-,-,-,-,-,i,-,-,-,-,m,-,-,-,-,-
ashk1246,-,Z,-,-,-,-,-,i,-,-,-,-,m,-,-,-,-,-
west2369,-,b,-,-,-,-,-,E,-,r,-,-,f,-,-,-,-,-
bakh1245,-,b,-,-,-,-,-,a,-,r,-,-,f,-,-,-,-,-
kumz1235,-,7,-,-,-,-,-,u,-,r,-,-,d,-,-,-,-,-
nort2641,-,b,-,-,-,-,-,E,-,r,-,-,f,-,-,-,-,-
yagn1238,-,b,-,-,-,-,-,a,-,-,-,-,f,-,-,-,i,r
mode1248,-,S,o,-,n,-,-,i,-,-,-,-,-,-,-,-,-,-
cypr1249,-,S,o,-,n,-,-,i,-,-,-,-,n,-,-,-,-,-
pont1253,-,S,e,-,n,-,-,i,-,-,-,-,n,-,-,-,-,-
capp1239,-,S,o,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-
apul1236,-,S,o,-,n,-,-,i,-,-,-,-,-,-,-,-,-,-
homs1234,d,z,y,u,n,-,-,-,-,-,-,-,-,-,-,-,-,-
nucl1235,d,z,y,u,n,-,-,-,-,-,-,-,-,-,-,-,-,-
iris1253,-,S,-,-,n,y,-,a,-,-,-,-,x,-,t,h,3,-
