language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
port1283,-,-,-,-,S,-,-,i,f,r,-,-,3,-
stan1288,-,-,-,-,k,w,-,E,-,r,-,n,o,-
stan1289,-,-,-,-,b,-,-,a,-,5,-,-,3,-
ital1282,-,-,-,-,k,-,-,o,-,r,-,n,o,-
neap1235,-,-,-,-,k,w,-,o,-,r,-,n,3,-
friu1240,-,-,-,-,k,w,-,a,-,r,-,-,-,-
roma1327,-,-,-,-,k,-,-,o,-,r,-,n,-,-
stan1290,-,-,-,-,k,-,-,o,-,X,-,n,-,-
wall1255,-,-,-,-,k,-,-,u,-,E,-,n,-,-
dutc1256,-,-,-,-,h,-,-,o,-,r,-,n,-,-
west2354,-,-,-,-,w,-,-,a,-,-,-,n,3,-
stan1295,-,-,-,-,h,-,-,o,-,a,-,n,-,-
luxe1241,-,-,-,-,h,-,-,a,-,-,-,X,-,-
swis1247,-,-,-,-,h,-,-,o,-,r,-,n,-,-
icel1247,-,-,-,-,h,-,-,o,-,r,d,n,-,-
swed1254,-,-,-,-,h,-,-,o,-,r,-,n,-,-
swed1254,-,-,-,-,h,-,-,u,-,-,-,n,-,-
faro1244,-,-,-,-,h,-,-,o,-,d,-,n,-,-
dani1285,-,-,-,-,h,-,-,o,-,a,-,n,-,-
lith1251,-,-,-,-,r,-,-,o,-,g,a,s,-,-
latv1249,-,-,-,-,r,-,-,o,-,k,-,s,-,-
czec1258,-,-,-,-,r,-,-,o,-,x,-,-,-,-
czec1258,-,-,-,-,r,-,-,o,-,x,-,-,-,-
slov1269,-,-,-,-,r,-,-,o,-,x,-,-,-,-
poli1260,-,-,-,-,r,-,-,o,-,g,-,-,-,-
poli1260,-,-,-,-,r,-,-,u,-,k,-,-,-,-
slov1268,-,-,-,-,r,-,-,o,-,k,-,-,-,-
ukra1253,-,-,-,-,r,y,-,i,-,X,-,-,-,-
rusy1239,-,-,-,-,r,y,-,i,-,x,-,-,-,-
bela1254,-,-,-,-,r,-,-,o,-,x,-,-,-,-
russ1263,-,-,-,-,r,-,-,o,-,k,-,-,-,-
lowe1385,-,-,-,-,r,-,-,o,-,k,-,-,-,-
uppe1395,-,-,-,-,X,-,-,u,-,-,-,-,-,-
kash1274,-,-,-,-,r,-,-,u,-,k,-,-,-,-
bulg1262,-,-,-,-,r,-,-,o,-,k,-,-,-,-
mace1250,-,-,-,-,r,-,-,o,-,k,-,-,-,-
mace1250,-,-,-,-,r,-,-,o,-,k,-,-,-,-
mace1250,-,-,-,-,r,-,-,o,-,k,-,-,-,-
gawa1247,-,-,-,-,S,-,-,i,N,g,-,-,-,-
kala1373,-,-,-,-,S,-,-,i,N,-,-,-,-,-
khow1242,-,-,-,-,s,r,-,u,N,k,-,-,-,-
nort2665,-,-,-,-,S,-,-,a,N,g,a,t,u,-
hind1269,-,-,-,-,s,-,-,i,N,g,-,-,-,-
urdu1245,-,-,-,-,s,-,-,i,N,g,-,-,-,-
bhoj1244,-,-,-,-,s,-,-,i,-,g,-,-,-,-
maga1260,-,-,-,-,s,-,-,i,-,g,-,-,-,-
mait1250,-,-,-,-,s,-,-,i,-,g,-,-,-,-
mara1378,-,-,-,-,S,-,-,i,N,g,-,-,-,-
beng1280,-,-,-,-,S,-,-,i,-,N,-,-,-,-
assa1263,-,-,-,-,x,-,-,i,-,N,-,-,-,-
kash1277,-,-,-,-,h,-,-,e,-,N,-,-,-,-
kamv1242,-,-,-,-,S,-,-,i,-,N,-,-,-,-
ashk1246,-,-,-,-,S,-,-,i,-,N,-,-,-,-
west2369,-,-,-,-,S,-,-,o,-,X,-,-,-,-
bakh1245,-,-,-,-,S,-,-,o,-,X,-,-,-,-
kumz1235,-,-,-,-,q,-,-,a,-,r,-,n,-,-
mode1248,-,-,-,-,T,-,-,e,-,r,a,t,o,-
cypr1249,-,-,-,t,S,-,-,E,-,r,a,t,o,n
pont1253,-,-,-,-,T,-,-,e,-,r,a,t,o,n
capp1239,-,-,-,-,T,-,-,e,-,r,a,t,o,-
apul1236,-,-,-,t,S,-,-,e,-,r,a,t,o,-
homs1234,y,E,X,t,S,h,y,u,-,r,-,-,-,-
nucl1235,y,E,X,t,S,h,y,u,-,r,-,-,-,-
iris1253,-,a,-,-,Z,-,-,3,r,k,-,h,-,-
