language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
port1283,-,-,-,-,-,-,-,-,-,-,-,a,r,e,y,a,-,-
stan1288,-,-,-,-,-,-,-,-,-,-,-,a,r,e,n,a,-,-
stan1289,-,-,-,-,-,-,-,-,-,s,-,o,r,-,-,3,-,-
ital1282,-,-,-,-,-,-,-,-,-,s,-,a,b,-,y,a,-,-
neap1235,-,-,-,-,-,-,-,-,-,r,-,e,-,-,n,3,-,-
friu1240,-,-,-,-,-,-,-,-,-,s,-,a,v,a,l,o,N,-
roma1327,-,-,n,-,-,-,-,-,i,s,-,i,p,-,-,-,-,-
stan1290,-,-,-,-,-,-,-,-,-,s,-,a,b,-,l,3,-,-
wall1255,-,-,-,-,-,-,-,-,-,s,-,o,v,-,y,o,-,-
dutc1256,-,-,-,-,-,-,-,-,-,z,-,o,n,-,t,-,-,-
west2354,-,-,-,-,-,-,-,-,-,s,-,o,n,-,-,-,-,-
stan1295,-,-,-,-,-,-,-,-,-,z,-,a,n,-,d,-,-,-
luxe1241,-,-,-,-,-,-,-,-,-,z,-,o,n,-,t,-,-,-
swis1247,-,-,-,-,-,-,-,-,-,s,-,a,N,-,-,-,-,-
icel1247,-,-,-,-,-,-,-,-,-,s,-,a,n,-,d,i,r,-
swed1254,-,-,-,-,-,-,-,-,-,s,-,a,n,-,d,e,r,-
swed1254,-,-,-,-,-,-,-,-,-,s,-,a,n,-,d,-,-,-
faro1244,-,-,-,-,-,-,-,-,-,s,-,a,n,-,d,u,r,-
dani1285,-,-,-,-,-,-,-,-,-,s,-,a,n,-,-,-,-,-
lith1251,s,y,m,-,y,e,l,y,i,s,-,-,-,-,-,-,-,-
latv1249,s,-,m,-,-,i,l,t,i,s,-,-,-,-,-,-,-,-
czec1258,-,-,p,-,y,-,-,-,e,s,-,E,k,-,-,-,-,-
czec1258,-,-,p,-,-,-,-,-,i,s,-,E,k,-,-,-,-,-
slov1269,-,-,p,-,i,-,-,-,E,s,-,o,k,-,-,-,-,-
poli1260,-,-,p,-,y,-,-,-,o,s,-,E,k,-,-,-,-,-
poli1260,-,-,p,y,y,-,-,-,o,s,-,E,k,-,-,-,-,-
slov1268,-,-,p,-,-,-,-,-,e,s,-,3,k,-,-,-,-,-
ukra1253,-,-,p,-,y,-,-,-,i,s,-,o,k,-,-,-,-,-
rusy1239,-,-,p,-,y,-,-,-,i,s,u,o,k,-,-,-,-,-
bela1254,-,-,p,-,y,-,-,-,a,s,-,o,k,-,-,-,-,-
russ1263,-,-,p,-,y,-,-,-,i,s,-,o,k,-,-,-,-,-
lowe1385,-,-,p,-,y,-,-,-,i,s,-,-,k,-,-,-,-,-
uppe1395,-,-,p,-,-,-,-,-,i,s,-,-,k,-,-,-,-,-
kash1274,-,-,p,-,y,-,-,-,E,s,-,-,k,-,-,-,-,-
bulg1262,-,-,p,-,y,-,-,-,o,s,-,3,k,-,-,-,-,-
mace1250,-,-,p,-,y,-,-,-,o,s,-,u,k,-,-,-,-,-
mace1250,-,-,p,-,y,-,-,-,o,s,-,u,k,-,-,-,-,-
mace1250,-,-,p,-,-,-,-,-,e,s,-,o,k,-,-,-,-,-
gawa1247,-,-,-,-,-,-,-,-,-,s,-,i,-,-,-,u,-,-
kala1373,-,-,-,-,-,-,-,-,-,s,-,i,y,-,-,i,t,-
khow1242,-,-,-,-,-,-,-,-,-,S,-,u,x,-,-,u,r,-
nort2665,-,-,-,-,-,-,-,-,-,s,-,e,l,-,-,3,-,-
hind1269,-,-,-,-,-,-,-,-,-,b,-,o,l,-,-,u,-,-
urdu1245,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,e,t,-
bhoj1244,-,-,-,-,-,-,-,-,-,b,-,o,l,-,-,u,-,-
maga1260,-,-,-,-,-,-,-,-,-,b,-,o,l,-,-,u,-,-
mait1250,-,-,-,-,-,-,-,-,-,b,-,o,l,-,-,u,-,-
mara1378,-,-,-,-,-,-,-,-,-,v,-,a,L,-,-,u,-,-
beng1280,-,-,-,-,-,-,-,-,-,b,-,a,l,-,-,i,-,-
assa1263,-,-,-,-,-,-,-,-,-,b,-,o,l,-,-,i,-,-
kash1277,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,E,k,h
kamv1242,-,-,t,-,-,-,-,-,-,s,-,-,-,-,-,i,-,-
ashk1246,-,-,-,-,-,-,-,-,-,S,-,u,r,-,-,3,-,-
west2369,-,-,-,-,-,-,-,-,-,S,-,e,n,-,-,-,-,-
bakh1245,-,-,-,-,-,-,-,-,-,S,-,e,n,-,-,-,-,-
kumz1235,-,-,d,-,-,-,-,-,-,Z,-,i,r,-,-,i,-,-
mode1248,a,-,m,-,-,-,-,-,o,s,-,-,-,-,-,-,-,-
cypr1249,a,-,m,-,-,-,-,-,o,s,-,-,-,-,-,-,-,-
pont1253,a,-,m,-,-,-,-,-,o,s,-,-,-,-,-,-,-,-
capp1239,a,-,m,-,-,-,-,-,u,8,y,a,-,-,-,-,-,-
apul1236,a,-,m,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-
homs1234,o,-,v,-,-,-,-,-,o,z,-,-,-,-,-,-,-,-
nucl1235,o,-,v,-,-,-,-,-,o,z,-,-,-,-,-,-,-,-
iris1253,-,-,-,-,-,-,-,-,-,g,-,a,n,-,y,3,v,-
sinh1246,-,-,v,-,-,-,-,-,-,-,-,E,l,-,-,i,-,-
